,Unnamed: 0,Country Name,Series,1990,1995,2000,2005,2010,2015,2020
32,32,albania,"proportion of teachers with the minimum required qualifications in primary education, both sexes (%)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,33,albania,"proportion of teachers with the minimum required qualifications in pre-primary education, both sexes (%)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,34,albania,"proportion of teachers with the minimum required qualifications in lower secondary education, both sexes (%)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,35,albania,"adult illiterate population, 15+ years, both sexes (number)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,36,albania,all staff compensation as % of total expenditure in lower secondary public institutions (%),0.0,0.0,0.0,0.0,0.0,79.98806,0.0
37,37,albania,annual statutory teacher salaries in public institutions in usd. lower secondary. starting salary,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,38,albania,barro-lee: percentage of population age 15+ with no education,10.91,14.57,1.27,2.35,3.28,0.0,0.0
39,39,albania,barro-lee: percentage of population age 15+ with primary schooling. completed primary,12.61,11.98,13.92,11.18,9.03,0.0,0.0
40,40,albania,barro-lee: percentage of population age 15-19 with secondary schooling. total (incomplete and completed secondary),91.4,70.79,84.01,88.17,93.7,0.0,0.0
41,41,albania,barro-lee: percentage of population age 20-24 with no education,7.67,7.18,0.56,1.82,1.41,0.0,0.0
42,42,albania,barro-lee: percentage of population age 25-29 with no education,6.42,7.67,0.5,1.06,1.82,0.0,0.0
43,43,albania,barro-lee: percentage of population age 40-44 with no education,17.23,16.71,0.33,0.7,1.3,0.0,0.0
44,44,albania,barro-lee: percentage of population age 25-29 with secondary schooling. completed secondary,37.03,34.6,36.55,33.38,44.9,0.0,0.0
45,45,albania,capital expenditure as % of total expenditure in public institutions (%),0.0,0.0,0.0,0.0,0.0,8.05458,0.0
46,46,albania,"completion rate, lower secondary education, rural, both sexes (%)",0.0,0.0,91.42,97.94,0.0,0.0,0.0
47,47,albania,current expenditure as % of total expenditure in public institutions (%),0.0,0.0,0.0,0.0,0.0,91.94542,0.0
48,48,albania,duration of compulsory education (years),0.0,0.0,8.0,8.0,8.0,9.0,0.0
49,49,albania,internet users (per 100 people),0.0,0.011168695,0.114097347,6.043890864,45.0,63.2529327,0.0
50,50,albania,official entrance age to compulsory education (years),0.0,0.0,6.0,6.0,6.0,6.0,0.0
51,51,albania,official entrance age to early childhood education (years),0.0,0.0,3.0,3.0,3.0,1.0,0.0
52,52,albania,official entrance age to pre-primary education (years),3.0,3.0,3.0,3.0,3.0,3.0,0.0
53,53,albania,proportion of lower secondary schools with access to internet for pedagogical purposes (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,54,albania,proportion of lower secondary schools with access to electricity (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,55,albania,proportion of lower secondary schools with access to computers for pedagogical purposes (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,56,albania,proportion of lower secondary schools with access to basic drinking water (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,57,albania,proportion of lower secondary schools with access to adapted infrastructure and materials for students with disabilities (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,58,albania,"proportion of 15-24 year-olds enrolled in vocational education, both sexes (%)",0.0,0.0,2.18845,0.0,0.0,0.0,0.0
59,59,albania,primary school age children out-of-school (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,60,algeria,government expenditure on education as % of gdp (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,61,algeria,"out-of-school children of primary school age, both sexes (number)",614621.0,541872.0,426108.0,186567.0,30997.0,23175.0,0.0
62,62,algeria,"proportion of teachers with the minimum required qualifications in primary education, both sexes (%)",0.0,0.0,94.63773,98.52628,0.0,100.0,0.0
63,63,algeria,"proportion of teachers with the minimum required qualifications in pre-primary education, both sexes (%)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,64,algeria,"proportion of teachers with the minimum required qualifications in lower secondary education, both sexes (%)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,65,algeria,"adult illiterate population, 15+ years, both sexes (number)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,66,algeria,all staff compensation as % of total expenditure in lower secondary public institutions (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,67,algeria,annual statutory teacher salaries in public institutions in usd. lower secondary. starting salary,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,68,algeria,barro-lee: percentage of population age 15+ with no education,38.88,32.89,28.17,29.6,21.12,0.0,0.0
69,69,algeria,barro-lee: percentage of population age 15+ with primary schooling. completed primary,14.74,19.34,24.04,27.2,25.88,0.0,0.0
70,70,algeria,barro-lee: percentage of population age 15-19 with secondary schooling. total (incomplete and completed secondary),46.64,45.54,34.85,32.95,42.16,0.0,0.0
71,71,algeria,barro-lee: percentage of population age 20-24 with no education,16.0,12.66,10.33,7.12,3.91,0.0,0.0
72,72,algeria,barro-lee: percentage of population age 25-29 with no education,19.04,16.0,12.67,10.33,7.12,0.0,0.0
73,73,algeria,barro-lee: percentage of population age 40-44 with no education,58.11,41.92,39.69,25.6,25.6,0.0,0.0
74,74,algeria,barro-lee: percentage of population age 25-29 with secondary schooling. completed secondary,20.75,23.46,26.76,19.84,18.5,0.0,0.0
75,75,algeria,capital expenditure as % of total expenditure in public institutions (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,76,algeria,"completion rate, lower secondary education, rural, both sexes (%)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,77,algeria,current expenditure as % of total expenditure in public institutions (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,78,algeria,duration of compulsory education (years),0.0,0.0,10.0,10.0,10.0,10.0,10.0
79,79,algeria,internet users (per 100 people),0.0,0.001768954,0.491705679,5.843942092,12.5,38.2,0.0
80,80,algeria,official entrance age to compulsory education (years),0.0,0.0,6.0,6.0,6.0,6.0,6.0
81,81,algeria,official entrance age to early childhood education (years),0.0,0.0,0.0,4.0,5.0,5.0,5.0
82,82,algeria,official entrance age to pre-primary education (years),4.0,4.0,4.0,4.0,5.0,5.0,5.0
83,83,algeria,proportion of lower secondary schools with access to internet for pedagogical purposes (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,84,algeria,proportion of lower secondary schools with access to electricity (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,85,algeria,proportion of lower secondary schools with access to computers for pedagogical purposes (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,86,algeria,proportion of lower secondary schools with access to basic drinking water (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,87,algeria,proportion of lower secondary schools with access to adapted infrastructure and materials for students with disabilities (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,88,algeria,"proportion of 15-24 year-olds enrolled in vocational education, both sexes (%)",0.0,2.27238,0.0,0.0,0.0,0.0,0.0
89,89,algeria,primary school age children out-of-school (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,90,american samoa,government expenditure on education as % of gdp (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,91,american samoa,"out-of-school children of primary school age, both sexes (number)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,92,american samoa,"proportion of teachers with the minimum required qualifications in primary education, both sexes (%)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,93,american samoa,"proportion of teachers with the minimum required qualifications in pre-primary education, both sexes (%)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,94,american samoa,"proportion of teachers with the minimum required qualifications in lower secondary education, both sexes (%)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,95,american samoa,"adult illiterate population, 15+ years, both sexes (number)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,96,american samoa,all staff compensation as % of total expenditure in lower secondary public institutions (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,97,american samoa,annual statutory teacher salaries in public institutions in usd. lower secondary. starting salary,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,98,american samoa,barro-lee: percentage of population age 15+ with no education,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,99,american samoa,barro-lee: percentage of population age 15+ with primary schooling. completed primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,100,american samoa,barro-lee: percentage of population age 15-19 with secondary schooling. total (incomplete and completed secondary),0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,101,american samoa,barro-lee: percentage of population age 20-24 with no education,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,102,american samoa,barro-lee: percentage of population age 25-29 with no education,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,103,american samoa,barro-lee: percentage of population age 40-44 with no education,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,104,american samoa,barro-lee: percentage of population age 25-29 with secondary schooling. completed secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,105,american samoa,capital expenditure as % of total expenditure in public institutions (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,106,american samoa,"completion rate, lower secondary education, rural, both sexes (%)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,107,american samoa,current expenditure as % of total expenditure in public institutions (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,108,american samoa,duration of compulsory education (years),0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,109,american samoa,internet users (per 100 people),0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,110,american samoa,official entrance age to compulsory education (years),0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,111,american samoa,official entrance age to early childhood education (years),0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,112,american samoa,official entrance age to pre-primary education (years),3.0,3.0,0.0,0.0,0.0,0.0,0.0
113,113,american samoa,proportion of lower secondary schools with access to internet for pedagogical purposes (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,114,american samoa,proportion of lower secondary schools with access to electricity (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,115,american samoa,proportion of lower secondary schools with access to computers for pedagogical purposes (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,116,american samoa,proportion of lower secondary schools with access to basic drinking water (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,117,american samoa,proportion of lower secondary schools with access to adapted infrastructure and materials for students with disabilities (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,118,american samoa,"proportion of 15-24 year-olds enrolled in vocational education, both sexes (%)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,119,american samoa,primary school age children out-of-school (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,120,andorra,government expenditure on education as % of gdp (%),0.0,0.0,0.0,1.64497,2.97663,3.28035,0.0
121,121,andorra,"out-of-school children of primary school age, both sexes (number)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,122,andorra,"proportion of teachers with the minimum required qualifications in primary education, both sexes (%)",0.0,0.0,0.0,0.0,100.0,100.0,0.0
123,123,andorra,"proportion of teachers with the minimum required qualifications in pre-primary education, both sexes (%)",0.0,0.0,0.0,0.0,100.0,100.0,0.0
124,124,andorra,"proportion of teachers with the minimum required qualifications in lower secondary education, both sexes (%)",0.0,0.0,0.0,0.0,100.0,0.0,0.0
125,125,andorra,"adult illiterate population, 15+ years, both sexes (number)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,126,andorra,all staff compensation as % of total expenditure in lower secondary public institutions (%),0.0,0.0,0.0,0.0,55.80694,54.853,0.0
127,127,andorra,annual statutory teacher salaries in public institutions in usd. lower secondary. starting salary,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,128,andorra,barro-lee: percentage of population age 15+ with no education,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,129,andorra,barro-lee: percentage of population age 15+ with primary schooling. completed primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,130,andorra,barro-lee: percentage of population age 15-19 with secondary schooling. total (incomplete and completed secondary),0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,131,andorra,barro-lee: percentage of population age 20-24 with no education,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,132,andorra,barro-lee: percentage of population age 25-29 with no education,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,133,andorra,barro-lee: percentage of population age 40-44 with no education,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,134,andorra,barro-lee: percentage of population age 25-29 with secondary schooling. completed secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,135,andorra,capital expenditure as % of total expenditure in public institutions (%),0.0,0.0,0.0,0.0,1.6832,1.33439,0.0
136,136,andorra,"completion rate, lower secondary education, rural, both sexes (%)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,137,andorra,current expenditure as % of total expenditure in public institutions (%),0.0,0.0,0.0,0.0,98.3168,98.66561,0.0
138,138,andorra,duration of compulsory education (years),0.0,0.0,10.0,10.0,10.0,10.0,0.0
139,139,andorra,internet users (per 100 people),0.0,0.0,10.53883561,37.60576622,81.0,96.91,0.0
140,140,andorra,official entrance age to compulsory education (years),0.0,0.0,6.0,6.0,6.0,6.0,0.0
141,141,andorra,official entrance age to early childhood education (years),0.0,0.0,3.0,3.0,3.0,3.0,0.0
142,142,andorra,official entrance age to pre-primary education (years),3.0,3.0,3.0,3.0,3.0,3.0,0.0
143,143,andorra,proportion of lower secondary schools with access to internet for pedagogical purposes (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,144,andorra,proportion of lower secondary schools with access to electricity (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,145,andorra,proportion of lower secondary schools with access to computers for pedagogical purposes (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,146,andorra,proportion of lower secondary schools with access to basic drinking water (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,147,andorra,proportion of lower secondary schools with access to adapted infrastructure and materials for students with disabilities (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,148,andorra,"proportion of 15-24 year-olds enrolled in vocational education, both sexes (%)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,149,andorra,primary school age children out-of-school (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,150,angola,government expenditure on education as % of gdp (%),0.0,0.0,2.60753,2.12011,3.42132,0.0,0.0
151,151,angola,"out-of-school children of primary school age, both sexes (number)",0.0,0.0,0.0,0.0,730775.0,0.0,0.0
152,152,angola,"proportion of teachers with the minimum required qualifications in primary education, both sexes (%)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,153,angola,"proportion of teachers with the minimum required qualifications in pre-primary education, both sexes (%)",0.0,0.0,0.0,0.0,45.14752,0.0,0.0
154,154,angola,"proportion of teachers with the minimum required qualifications in lower secondary education, both sexes (%)",0.0,0.0,0.0,0.0,0.0,53.52528,0.0
155,155,angola,"adult illiterate population, 15+ years, both sexes (number)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,156,angola,all staff compensation as % of total expenditure in lower secondary public institutions (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,157,angola,annual statutory teacher salaries in public institutions in usd. lower secondary. starting salary,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,158,angola,barro-lee: percentage of population age 15+ with no education,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,159,angola,barro-lee: percentage of population age 15+ with primary schooling. completed primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,160,angola,barro-lee: percentage of population age 15-19 with secondary schooling. total (incomplete and completed secondary),0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,161,angola,barro-lee: percentage of population age 20-24 with no education,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,162,angola,barro-lee: percentage of population age 25-29 with no education,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,163,angola,barro-lee: percentage of population age 40-44 with no education,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,164,angola,barro-lee: percentage of population age 25-29 with secondary schooling. completed secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,165,angola,capital expenditure as % of total expenditure in public institutions (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,166,angola,"completion rate, lower secondary education, rural, both sexes (%)",0.0,0.0,0.0,0.0,0.0,9.3044,0.0
167,167,angola,current expenditure as % of total expenditure in public institutions (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,168,angola,duration of compulsory education (years),0.0,0.0,4.0,4.0,6.0,6.0,0.0
169,169,angola,internet users (per 100 people),0.0,0.0,0.105045562,1.143366827,2.8,12.4,0.0
170,170,angola,official entrance age to compulsory education (years),0.0,0.0,6.0,6.0,6.0,6.0,0.0
171,171,angola,official entrance age to early childhood education (years),0.0,0.0,0.0,0.0,0.0,5.0,0.0
172,172,angola,official entrance age to pre-primary education (years),3.0,3.0,3.0,3.0,5.0,5.0,0.0
173,173,angola,proportion of lower secondary schools with access to internet for pedagogical purposes (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,174,angola,proportion of lower secondary schools with access to electricity (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,175,angola,proportion of lower secondary schools with access to computers for pedagogical purposes (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,176,angola,proportion of lower secondary schools with access to basic drinking water (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,177,angola,proportion of lower secondary schools with access to adapted infrastructure and materials for students with disabilities (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,178,angola,"proportion of 15-24 year-olds enrolled in vocational education, both sexes (%)",0.0,0.0,0.0,0.0,7.74898,0.0,0.0
179,179,angola,primary school age children out-of-school (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,180,antigua and barbuda,government expenditure on education as % of gdp (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,181,antigua and barbuda,"out-of-school children of primary school age, both sexes (number)",0.0,0.0,0.0,0.0,368.0,117.0,0.0
182,182,antigua and barbuda,"proportion of teachers with the minimum required qualifications in primary education, both sexes (%)",0.0,0.0,46.90647,0.0,54.75234,65.29161,0.0
183,183,antigua and barbuda,"proportion of teachers with the minimum required qualifications in pre-primary education, both sexes (%)",0.0,0.0,45.07576,0.0,0.0,64.72222,0.0
184,184,antigua and barbuda,"proportion of teachers with the minimum required qualifications in lower secondary education, both sexes (%)",0.0,0.0,40.65934,0.0,38.21138,0.0,0.0
185,185,antigua and barbuda,"adult illiterate population, 15+ years, both sexes (number)",0.0,0.0,0.0,0.0,0.0,770.0,0.0
186,186,antigua and barbuda,all staff compensation as % of total expenditure in lower secondary public institutions (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,187,antigua and barbuda,annual statutory teacher salaries in public institutions in usd. lower secondary. starting salary,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,188,antigua and barbuda,barro-lee: percentage of population age 15+ with no education,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,189,antigua and barbuda,barro-lee: percentage of population age 15+ with primary schooling. completed primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,190,antigua and barbuda,barro-lee: percentage of population age 15-19 with secondary schooling. total (incomplete and completed secondary),0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,191,antigua and barbuda,barro-lee: percentage of population age 20-24 with no education,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,192,antigua and barbuda,barro-lee: percentage of population age 25-29 with no education,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,193,antigua and barbuda,barro-lee: percentage of population age 40-44 with no education,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,194,antigua and barbuda,barro-lee: percentage of population age 25-29 with secondary schooling. completed secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,195,antigua and barbuda,capital expenditure as % of total expenditure in public institutions (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,196,antigua and barbuda,"completion rate, lower secondary education, rural, both sexes (%)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,197,antigua and barbuda,current expenditure as % of total expenditure in public institutions (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,198,antigua and barbuda,duration of compulsory education (years),0.0,0.0,11.0,11.0,11.0,11.0,0.0
199,199,antigua and barbuda,internet users (per 100 people),0.0,2.200768802,6.482225737,27.0,47.0,70.0,0.0
200,200,antigua and barbuda,official entrance age to compulsory education (years),0.0,0.0,5.0,5.0,5.0,5.0,0.0
201,201,antigua and barbuda,official entrance age to early childhood education (years),0.0,0.0,3.0,3.0,3.0,0.0,0.0
202,202,antigua and barbuda,official entrance age to pre-primary education (years),3.0,3.0,3.0,3.0,3.0,3.0,0.0
203,203,antigua and barbuda,proportion of lower secondary schools with access to internet for pedagogical purposes (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,204,antigua and barbuda,proportion of lower secondary schools with access to electricity (%),0.0,0.0,0.0,0.0,100.0,0.0,0.0
205,205,antigua and barbuda,proportion of lower secondary schools with access to computers for pedagogical purposes (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,206,antigua and barbuda,proportion of lower secondary schools with access to basic drinking water (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,207,antigua and barbuda,proportion of lower secondary schools with access to adapted infrastructure and materials for students with disabilities (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,208,antigua and barbuda,"proportion of 15-24 year-olds enrolled in vocational education, both sexes (%)",0.0,0.0,2.52937,0.0,3.33452,1.3089,0.0
209,209,antigua and barbuda,primary school age children out-of-school (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,210,argentina,government expenditure on education as % of gdp (%),1.06738,0.0,4.58031,3.86001,5.01971,5.77611,0.0
211,211,argentina,"out-of-school children of primary school age, both sexes (number)",0.0,0.0,18285.0,18656.0,25533.0,2420.0,0.0
212,212,argentina,"proportion of teachers with the minimum required qualifications in primary education, both sexes (%)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,213,argentina,"proportion of teachers with the minimum required qualifications in pre-primary education, both sexes (%)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,214,argentina,"proportion of teachers with the minimum required qualifications in lower secondary education, both sexes (%)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,215,argentina,"adult illiterate population, 15+ years, both sexes (number)",0.0,0.0,0.0,0.0,315949.0,264255.0,0.0
216,216,argentina,all staff compensation as % of total expenditure in lower secondary public institutions (%),0.0,0.0,0.0,89.13095,87.40978,82.00677,0.0
217,217,argentina,annual statutory teacher salaries in public institutions in usd. lower secondary. starting salary,0.0,0.0,14622.7266916723,0.0,11230.7280982217,0.0,0.0
218,218,argentina,barro-lee: percentage of population age 15+ with no education,4.8,4.02,3.48,0.86,0.93,0.0,0.0
219,219,argentina,barro-lee: percentage of population age 15+ with primary schooling. completed primary,32.99,34.37,34.1,33.14,31.86,0.0,0.0
220,220,argentina,barro-lee: percentage of population age 15-19 with secondary schooling. total (incomplete and completed secondary),58.6,65.17,59.64,67.28,66.05,0.0,0.0
221,221,argentina,barro-lee: percentage of population age 20-24 with no education,1.8,1.62,1.3,0.25,0.25,0.0,0.0
222,222,argentina,barro-lee: percentage of population age 25-29 with no education,4.0,1.91,1.62,0.8,0.25,0.0,0.0
223,223,argentina,barro-lee: percentage of population age 40-44 with no education,3.6,3.82,2.74,0.72,0.72,0.0,0.0
224,224,argentina,barro-lee: percentage of population age 25-29 with secondary schooling. completed secondary,27.2,30.55,36.53,39.11,54.36,0.0,0.0
225,225,argentina,capital expenditure as % of total expenditure in public institutions (%),0.0,0.0,0.0,0.0,4.2195,10.77292,0.0
226,226,argentina,"completion rate, lower secondary education, rural, both sexes (%)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,227,argentina,current expenditure as % of total expenditure in public institutions (%),0.0,0.0,0.0,0.0,95.7805,89.22708,0.0
