,Unnamed: 0,Country Name,Series Name,1990,1995,2000,2005,2010,2015,2020
41,41,albania,"immunization, dpt (% of children ages 12-23 months)",94.0,97.0,97.0,98.0,99.0,99.0,98.0
42,42,albania,"immunization, hepb3 (% of one-year-old children)",0.0,88.0,96.0,98.0,99.0,99.0,98.0
43,43,albania,"immunization, measles second dose (% of children by the nationally recommended age)",0.0,0.0,0.0,97.0,98.0,98.0,94.0
44,44,albania,"incidence of malaria (per 1,000 population at risk)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,45,albania,"incidence of tuberculosis (per 100,000 people)",0.0,0.0,22.0,19.0,17.0,17.0,16.0
46,46,albania,"life expectancy at birth, total (years)",73.144,74.362,75.404,76.621,77.936,78.644,76.989
47,47,albania,"maternal mortality ratio (national estimate, per 100,000 live births)",0.0,13.0,16.0,15.0,0.0,0.0,0.0
48,48,albania,"mortality caused by road traffic injury (per 100,000 people)",0.0,0.0,14.3,14.9,14.1,13.8,0.0
49,49,albania,"mortality from cvd, cancer, diabetes or crd between exact ages 30 and 70 (%)",0.0,0.0,18.7,20.3,19.5,13.6,0.0
50,50,albania,"mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,51,albania,"mortality rate, infant (per 1,000 live births)",35.5,29.7,24.1,17.8,11.8,8.5,8.8
52,52,albania,people using at least basic drinking water services (% of population),0.0,0.0,86.75447063,89.02118831,91.37947821,93.39432534,95.06803883
53,53,albania,pregnant women receiving prenatal care (%),0.0,0.0,95.3,97.1,0.0,0.0,0.0
54,54,albania,prevalence of overweight (% of adults),40.5,43.1,46.0,49.5,53.3,57.0,0.0
55,55,albania,prevalence of overweight (% of children under 5),0.0,0.0,30.1,24.8,0.0,0.0,0.0
56,56,albania,prevalence of undernourishment (% of population),0.0,0.0,0.0,8.9,5.8,4.9,3.9
57,57,albania,"probability of dying among youth ages 20-24 years (per 1,000)",4.8,6.0,5.3,3.8,3.3,2.4,1.7
58,58,albania,"probability of dying among children ages 5-9 years (per 1,000)",3.7,2.7,2.2,1.8,1.4,1.1,0.9
59,59,albania,"tuberculosis death rate (per 100,000 people)",0.0,0.0,0.73,0.39,0.29,0.29,0.32
60,60,algeria,"adolescent fertility rate (births per 1,000 women ages 15-19)",27.8012,18.6414,11.7556,9.6842,10.8084,10.665,9.3594
61,61,algeria,adults (ages 15+) living with hiv,500.0,1000.0,2100.0,3700.0,5800.0,11000.0,18000.0
62,62,algeria,adults (ages 15-49) newly infected with hiv,100.0,200.0,500.0,500.0,1000.0,1500.0,1600.0
63,63,algeria,children with fever receiving antimalarial drugs (% of children under age 5 with fever),0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,64,algeria,"community health workers (per 1,000 people)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,65,algeria,current health expenditure per capita (current us$),0.0,0.0,61.58218002,100.71382904,229.28945923,291.55352783,0.0
66,66,algeria,"death rate, crude (per 1,000 people)",5.731,5.69,5.037,4.943,4.754,4.437,5.398
67,67,algeria,diabetes prevalence (% of population ages 20 to 79),0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,68,algeria,diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,69,algeria,"fertility rate, total (births per woman)",4.556,3.456,2.566,2.555,2.843,3.041,2.942
70,70,algeria,"immunization, bcg (% of one-year-old children)",99.0,93.0,97.0,98.0,99.0,99.0,99.0
71,71,algeria,"immunization, dpt (% of children ages 12-23 months)",89.0,88.0,86.0,88.0,95.0,95.0,91.0
72,72,algeria,"immunization, hepb3 (% of one-year-old children)",0.0,0.0,0.0,83.0,95.0,95.0,91.0
73,73,algeria,"immunization, measles second dose (% of children by the nationally recommended age)",0.0,0.0,78.0,94.0,95.0,99.0,77.0
74,74,algeria,"incidence of malaria (per 1,000 population at risk)",0.0,0.0,0.0186462698411393,0.0005135542369765,0.0004731902248363,0.0,0.0
75,75,algeria,"incidence of tuberculosis (per 100,000 people)",0.0,0.0,75.0,80.0,78.0,75.0,58.0
76,76,algeria,"life expectancy at birth, total (years)",67.416,67.454,70.478,72.061,73.808,75.622,74.453
77,77,algeria,"maternal mortality ratio (national estimate, per 100,000 live births)",0.0,0.0,204.0,0.0,0.0,0.0,0.0
78,78,algeria,"mortality caused by road traffic injury (per 100,000 people)",0.0,0.0,22.5,22.1,22.3,21.2,0.0
79,79,algeria,"mortality from cvd, cancer, diabetes or crd between exact ages 30 and 70 (%)",0.0,0.0,17.6,16.6,15.2,14.3,0.0
80,80,algeria,"mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,81,algeria,"mortality rate, infant (per 1,000 live births)",41.5,36.9,33.9,28.8,23.6,21.6,19.5
82,82,algeria,people using at least basic drinking water services (% of population),0.0,0.0,89.84882827,91.12824941,92.29597417,93.40956153,94.43732996
83,83,algeria,pregnant women receiving prenatal care (%),0.0,0.0,79.0,0.0,0.0,0.0,0.0
84,84,algeria,prevalence of overweight (% of adults),41.4,45.4,49.5,53.5,57.4,61.3,0.0
85,85,algeria,prevalence of overweight (% of children under 5),0.0,13.2,14.7,0.0,0.0,0.0,0.0
86,86,algeria,prevalence of undernourishment (% of population),0.0,0.0,0.0,6.7,4.3,2.8,2.5
87,87,algeria,"probability of dying among youth ages 20-24 years (per 1,000)",5.9,6.1,5.2,4.0,3.5,3.5,3.2
88,88,algeria,"probability of dying among children ages 5-9 years (per 1,000)",5.3,4.4,3.6,2.8,2.3,2.0,1.6
89,89,algeria,"tuberculosis death rate (per 100,000 people)",0.0,0.0,8.2,8.8,8.5,8.1,9.0
90,90,american samoa,"adolescent fertility rate (births per 1,000 women ages 15-19)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,91,american samoa,adults (ages 15+) living with hiv,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,92,american samoa,adults (ages 15-49) newly infected with hiv,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,93,american samoa,children with fever receiving antimalarial drugs (% of children under age 5 with fever),0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,94,american samoa,"community health workers (per 1,000 people)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,95,american samoa,current health expenditure per capita (current us$),0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,96,american samoa,"death rate, crude (per 1,000 people)",0.0,0.0,0.0,0.0,0.0,0.0,5.6
97,97,american samoa,diabetes prevalence (% of population ages 20 to 79),0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,98,american samoa,diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,99,american samoa,"fertility rate, total (births per woman)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,100,american samoa,"immunization, bcg (% of one-year-old children)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,101,american samoa,"immunization, dpt (% of children ages 12-23 months)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,102,american samoa,"immunization, hepb3 (% of one-year-old children)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,103,american samoa,"immunization, measles second dose (% of children by the nationally recommended age)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,104,american samoa,"incidence of malaria (per 1,000 population at risk)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,105,american samoa,"incidence of tuberculosis (per 100,000 people)",0.0,0.0,6.0,12.0,8.2,8.2,4.1
106,106,american samoa,"life expectancy at birth, total (years)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,107,american samoa,"maternal mortality ratio (national estimate, per 100,000 live births)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,108,american samoa,"mortality caused by road traffic injury (per 100,000 people)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,109,american samoa,"mortality from cvd, cancer, diabetes or crd between exact ages 30 and 70 (%)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,110,american samoa,"mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,111,american samoa,"mortality rate, infant (per 1,000 live births)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,112,american samoa,people using at least basic drinking water services (% of population),0.0,0.0,98.45908937,98.84576063,99.23243189,99.61910315,99.77377166
113,113,american samoa,pregnant women receiving prenatal care (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,114,american samoa,prevalence of overweight (% of adults),0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,115,american samoa,prevalence of overweight (% of children under 5),0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,116,american samoa,prevalence of undernourishment (% of population),0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,117,american samoa,"probability of dying among youth ages 20-24 years (per 1,000)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,118,american samoa,"probability of dying among children ages 5-9 years (per 1,000)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,119,american samoa,"tuberculosis death rate (per 100,000 people)",0.0,0.0,0.49,0.95,0.67,0.68,0.19
120,120,andorra,"adolescent fertility rate (births per 1,000 women ages 15-19)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,121,andorra,adults (ages 15+) living with hiv,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,122,andorra,adults (ages 15-49) newly infected with hiv,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,123,andorra,children with fever receiving antimalarial drugs (% of children under age 5 with fever),0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,124,andorra,"community health workers (per 1,000 people)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,125,andorra,current health expenditure per capita (current us$),0.0,0.0,1302.62072754,2299.70361328,2685.47973633,2246.25439453,0.0
126,126,andorra,"death rate, crude (per 1,000 people)",0.0,0.0,0.0,3.6,2.8,0.0,0.0
127,127,andorra,diabetes prevalence (% of population ages 20 to 79),0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,128,andorra,diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,129,andorra,"fertility rate, total (births per woman)",0.0,0.0,0.0,0.0,1.27,0.0,0.0
130,130,andorra,"immunization, bcg (% of one-year-old children)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,131,andorra,"immunization, dpt (% of children ages 12-23 months)",0.0,0.0,98.0,98.0,99.0,97.0,99.0
132,132,andorra,"immunization, hepb3 (% of one-year-old children)",0.0,0.0,84.0,79.0,96.0,94.0,98.0
133,133,andorra,"immunization, measles second dose (% of children by the nationally recommended age)",0.0,0.0,0.0,0.0,86.0,88.0,93.0
134,134,andorra,"incidence of malaria (per 1,000 population at risk)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,135,andorra,"incidence of tuberculosis (per 100,000 people)",0.0,0.0,21.0,14.0,11.0,6.4,3.0
136,136,andorra,"life expectancy at birth, total (years)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,137,andorra,"maternal mortality ratio (national estimate, per 100,000 live births)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,138,andorra,"mortality caused by road traffic injury (per 100,000 people)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,139,andorra,"mortality from cvd, cancer, diabetes or crd between exact ages 30 and 70 (%)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,140,andorra,"mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,141,andorra,"mortality rate, infant (per 1,000 live births)",12.3,9.4,7.3,5.6,4.1,3.1,2.4
142,142,andorra,people using at least basic drinking water services (% of population),0.0,0.0,100.0000007,99.99999637,100.0000023,99.99999755,100.0000037
143,143,andorra,pregnant women receiving prenatal care (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,144,andorra,prevalence of overweight (% of adults),56.4,58.3,59.9,61.3,62.5,63.5,0.0
145,145,andorra,prevalence of overweight (% of children under 5),0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,146,andorra,prevalence of undernourishment (% of population),0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,147,andorra,"probability of dying among youth ages 20-24 years (per 1,000)",5.8,4.7,3.9,3.2,2.6,2.1,1.8
148,148,andorra,"probability of dying among children ages 5-9 years (per 1,000)",1.5,1.2,0.9,0.7,0.5,0.4,0.3
149,149,andorra,"tuberculosis death rate (per 100,000 people)",0.0,0.0,1.7,1.2,0.78,0.48,0.24
150,150,angola,"adolescent fertility rate (births per 1,000 women ages 15-19)",216.6,206.7,196.6992,185.8702,172.9316,157.2756,142.822
151,151,angola,adults (ages 15+) living with hiv,13000.0,39000.0,89000.0,150000.0,220000.0,260000.0,280000.0
152,152,angola,adults (ages 15-49) newly infected with hiv,3100.0,8200.0,14000.0,20000.0,21000.0,15000.0,13000.0
153,153,angola,children with fever receiving antimalarial drugs (% of children under age 5 with fever),0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,154,angola,"community health workers (per 1,000 people)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,155,angola,current health expenditure per capita (current us$),0.0,0.0,12.99896717,54.26077652,96.69701385,108.58293915,0.0
156,156,angola,"death rate, crude (per 1,000 people)",21.993,18.826,18.287,14.497,11.177,8.826,7.821
157,157,angola,diabetes prevalence (% of population ages 20 to 79),0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,158,angola,diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,159,angola,"fertility rate, total (births per woman)",7.272,6.918,6.639,6.461,6.194,5.774,5.371
160,160,angola,"immunization, bcg (% of one-year-old children)",48.0,60.0,53.0,51.0,79.0,64.0,58.0
161,161,angola,"immunization, dpt (% of children ages 12-23 months)",24.0,24.0,31.0,47.0,51.0,59.0,51.0
162,162,angola,"immunization, hepb3 (% of one-year-old children)",0.0,0.0,0.0,0.0,49.0,55.0,47.0
163,163,angola,"immunization, measles second dose (% of children by the nationally recommended age)",0.0,0.0,0.0,0.0,0.0,26.0,41.0
164,164,angola,"incidence of malaria (per 1,000 population at risk)",0.0,0.0,325.703607159462,316.022133619683,172.71905884537,176.683541107961,251.582321424507
165,165,angola,"incidence of tuberculosis (per 100,000 people)",0.0,0.0,297.0,368.0,384.0,366.0,329.0
166,166,angola,"life expectancy at birth, total (years)",41.893,45.849,46.024,51.57,56.726,60.655,62.261
167,167,angola,"maternal mortality ratio (national estimate, per 100,000 live births)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,168,angola,"mortality caused by road traffic injury (per 100,000 people)",0.0,0.0,25.1,26.1,25.8,23.6,0.0
169,169,angola,"mortality from cvd, cancer, diabetes or crd between exact ages 30 and 70 (%)",0.0,0.0,28.6,27.1,24.6,22.8,0.0
170,170,angola,"mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,171,angola,"mortality rate, infant (per 1,000 live births)",131.6,131.0,121.5,100.9,75.9,57.7,48.3
172,172,angola,people using at least basic drinking water services (% of population),0.0,0.0,41.14430792,46.33601912,50.37684093,54.31692835,57.16773762
173,173,angola,pregnant women receiving prenatal care (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,174,angola,prevalence of overweight (% of adults),13.1,15.3,17.8,20.5,23.6,26.8,0.0
175,175,angola,prevalence of overweight (% of children under 5),0.0,0.0,0.0,0.0,0.0,3.4,0.0
176,176,angola,prevalence of undernourishment (% of population),0.0,0.0,0.0,52.2,23.9,14.5,20.8
177,177,angola,"probability of dying among youth ages 20-24 years (per 1,000)",36.5,36.4,34.6,30.4,25.0,20.6,18.1
178,178,angola,"probability of dying among children ages 5-9 years (per 1,000)",37.6,32.3,29.6,23.8,16.9,12.2,9.8
179,179,angola,"tuberculosis death rate (per 100,000 people)",0.0,0.0,75.0,67.0,68.0,56.0,55.0
180,180,antigua and barbuda,"adolescent fertility rate (births per 1,000 women ages 15-19)",76.3978,67.9468,61.9748,54.5768,48.664,44.4692,39.929
181,181,antigua and barbuda,adults (ages 15+) living with hiv,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,182,antigua and barbuda,adults (ages 15-49) newly infected with hiv,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,183,antigua and barbuda,children with fever receiving antimalarial drugs (% of children under age 5 with fever),0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,184,antigua and barbuda,"community health workers (per 1,000 people)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,185,antigua and barbuda,current health expenditure per capita (current us$),0.0,0.0,512.56829834,626.7166748,701.81781006,754.24188232,0.0
186,186,antigua and barbuda,"death rate, crude (per 1,000 people)",7.666,7.416,6.587,6.015,5.7,5.649,5.961
187,187,antigua and barbuda,diabetes prevalence (% of population ages 20 to 79),0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,188,antigua and barbuda,diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,189,antigua and barbuda,"fertility rate, total (births per woman)",2.249,2.159,2.196,1.832,1.785,1.567,1.569
190,190,antigua and barbuda,"immunization, bcg (% of one-year-old children)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,191,antigua and barbuda,"immunization, dpt (% of children ages 12-23 months)",99.0,99.0,95.0,99.0,98.0,99.0,96.0
192,192,antigua and barbuda,"immunization, hepb3 (% of one-year-old children)",0.0,0.0,0.0,99.0,98.0,99.0,95.0
193,193,antigua and barbuda,"immunization, measles second dose (% of children by the nationally recommended age)",0.0,0.0,0.0,46.0,92.0,84.0,80.0
194,194,antigua and barbuda,"incidence of malaria (per 1,000 population at risk)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,195,antigua and barbuda,"incidence of tuberculosis (per 100,000 people)",0.0,0.0,6.1,8.6,9.4,4.5,2.5
196,196,antigua and barbuda,"life expectancy at birth, total (years)",73.492,73.636,74.606,75.825,76.82,77.913,78.841
197,197,antigua and barbuda,"maternal mortality ratio (national estimate, per 100,000 live births)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,198,antigua and barbuda,"mortality caused by road traffic injury (per 100,000 people)",0.0,0.0,9.2,0.0,5.4,0.0,0.0
199,199,antigua and barbuda,"mortality from cvd, cancer, diabetes or crd between exact ages 30 and 70 (%)",0.0,0.0,18.9,17.4,17.9,18.1,0.0
200,200,antigua and barbuda,"mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,201,antigua and barbuda,"mortality rate, infant (per 1,000 live births)",11.1,12.5,12.6,10.6,8.3,6.5,5.4
202,202,antigua and barbuda,people using at least basic drinking water services (% of population),0.0,0.0,98.25376517,97.67123483,97.08870448,96.73918628,0.0
203,203,antigua and barbuda,pregnant women receiving prenatal care (%),0.0,0.0,99.9,99.9,0.0,0.0,0.0
204,204,antigua and barbuda,prevalence of overweight (% of adults),33.7,36.7,39.4,42.1,44.7,47.4,0.0
205,205,antigua and barbuda,prevalence of overweight (% of children under 5),0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,206,antigua and barbuda,prevalence of undernourishment (% of population),0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,207,antigua and barbuda,"probability of dying among youth ages 20-24 years (per 1,000)",7.0,6.1,5.3,4.7,4.2,3.6,3.2
208,208,antigua and barbuda,"probability of dying among children ages 5-9 years (per 1,000)",1.2,1.3,1.3,1.1,0.9,0.8,0.7
209,209,antigua and barbuda,"tuberculosis death rate (per 100,000 people)",0.0,0.0,1.3,1.2,1.5,1.2,1.2
210,210,argentina,"adolescent fertility rate (births per 1,000 women ages 15-19)",73.493,71.3026,66.3552,63.386,63.3154,63.096,62.1322
211,211,argentina,adults (ages 15+) living with hiv,15000.0,42000.0,62000.0,81000.0,99000.0,120000.0,140000.0
212,212,argentina,adults (ages 15-49) newly infected with hiv,4900.0,6100.0,5200.0,5300.0,5400.0,5300.0,4900.0
213,213,argentina,children with fever receiving antimalarial drugs (% of children under age 5 with fever),0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,214,argentina,"community health workers (per 1,000 people)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,215,argentina,current health expenditure per capita (current us$),0.0,0.0,708.76953125,392.58874512,985.03442383,1531.48425293,0.0
216,216,argentina,"death rate, crude (per 1,000 people)",7.743,7.535,7.6,7.423,7.661,7.543,8.509
217,217,argentina,diabetes prevalence (% of population ages 20 to 79),0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,218,argentina,diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),0.0,0.0,0.0,0.0,0.0,0.0,32.5
219,219,argentina,"fertility rate, total (births per woman)",3.034,2.864,2.591,2.426,2.346,2.301,1.911
220,220,argentina,"immunization, bcg (% of one-year-old children)",99.0,99.0,95.0,99.0,99.0,96.0,75.0
221,221,argentina,"immunization, dpt (% of children ages 12-23 months)",87.0,85.0,83.0,98.0,94.0,94.0,74.0
222,222,argentina,"immunization, hepb3 (% of one-year-old children)",0.0,0.0,0.0,88.0,94.0,94.0,74.0
223,223,argentina,"immunization, measles second dose (% of children by the nationally recommended age)",0.0,0.0,56.0,88.0,94.0,87.0,71.0
224,224,argentina,"incidence of malaria (per 1,000 population at risk)",0.0,0.0,2.38672546690317,1.18788053315781,0.264087090053698,0.0,0.0
225,225,argentina,"incidence of tuberculosis (per 100,000 people)",0.0,0.0,37.0,31.0,21.0,26.0,28.0
226,226,argentina,"life expectancy at birth, total (years)",71.784,73.133,73.926,75.139,75.721,76.76,75.892
227,227,argentina,"maternal mortality ratio (national estimate, per 100,000 live births)",49.0,40.0,34.0,38.0,43.0,38.0,0.0
228,228,argentina,"mortality caused by road traffic injury (per 100,000 people)",0.0,0.0,11.5,11.6,12.8,13.9,0.0
229,229,argentina,"mortality from cvd, cancer, diabetes or crd between exact ages 30 and 70 (%)",0.0,0.0,20.4,18.8,17.8,16.5,0.0
230,230,argentina,"mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,231,argentina,"mortality rate, infant (per 1,000 live births)",25.3,21.5,17.5,14.8,12.9,10.2,7.6
232,232,argentina,people using at least basic drinking water services (% of population),0.0,0.0,96.29467974,97.42319597,98.42725533,98.96658815,0.0
233,233,argentina,pregnant women receiving prenatal care (%),0.0,0.0,0.0,99.2,0.0,0.0,95.0
