Country Name,Country Code,Series Name,1990,1995,2000,2005,2010,2015,2020,cod
American samoa,ASM,"Immunization, BCG (% of one-year-old children)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
American samoa,ASM,"Immunization, DPT (% of children ages 12-23 months)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
American samoa,ASM,"Immunization, HepB3 (% of one-year-old children)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
American samoa,ASM,"Immunization, measles second dose (% of children by the nationally recommended age)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
American samoa,ASM,"Incidence of malaria (per 1,000 population at risk)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
American samoa,ASM,"Incidence of tuberculosis (per 100,000 people)",0.0,0.0,6.0,12.0,8.2,8.2,4.1,4
American samoa,ASM,"Life expectancy at birth, total (years)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
American samoa,ASM,"Maternal mortality ratio (national estimate, per 100,000 live births)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
American samoa,ASM,"Mortality caused by road traffic injury (per 100,000 people)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
American samoa,ASM,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
American samoa,ASM,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
American samoa,ASM,"Mortality rate, infant (per 1,000 live births)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
American samoa,ASM,People using at least basic drinking water services (% of population),0.0,0.0,98.45908937,98.84576063,99.23243189,99.61910315,99.77377166,4
American samoa,ASM,Pregnant women receiving prenatal care (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
American samoa,ASM,Prevalence of overweight (% of adults),0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
American samoa,ASM,Prevalence of overweight (% of children under 5),0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
American samoa,ASM,Prevalence of undernourishment (% of population),0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
American samoa,ASM,"Probability of dying among youth ages 20-24 years (per 1,000)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
American samoa,ASM,"Probability of dying among children ages 5-9 years (per 1,000)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
American samoa,ASM,"Tuberculosis death rate (per 100,000 people)",0.0,0.0,0.49,0.95,0.67,0.68,0.19,4
Andorra,AND,"Adolescent fertility rate (births per 1,000 women ages 15-19)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Andorra,AND,Adults (ages 15+) living with HIV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Andorra,AND,Adults (ages 15-49) newly infected with HIV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Andorra,AND,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Andorra,AND,"Community health workers (per 1,000 people)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Andorra,AND,Current health expenditure per capita (current US$),0.0,0.0,1302.62072754,2299.70361328,2685.47973633,2246.25439453,0.0,5
Andorra,AND,"Death rate, crude (per 1,000 people)",0.0,0.0,0.0,3.6,2.8,0.0,0.0,5
Andorra,AND,Diabetes prevalence (% of population ages 20 to 79),0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Andorra,AND,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Andorra,AND,"Fertility rate, total (births per woman)",0.0,0.0,0.0,0.0,1.27,0.0,0.0,5
Andorra,AND,"Immunization, BCG (% of one-year-old children)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Andorra,AND,"Immunization, DPT (% of children ages 12-23 months)",0.0,0.0,98.0,98.0,99.0,97.0,99.0,5
Andorra,AND,"Immunization, HepB3 (% of one-year-old children)",0.0,0.0,84.0,79.0,96.0,94.0,98.0,5
Andorra,AND,"Immunization, measles second dose (% of children by the nationally recommended age)",0.0,0.0,0.0,0.0,86.0,88.0,93.0,5
Andorra,AND,"Incidence of malaria (per 1,000 population at risk)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Andorra,AND,"Incidence of tuberculosis (per 100,000 people)",0.0,0.0,21.0,14.0,11.0,6.4,3.0,5
Andorra,AND,"Life expectancy at birth, total (years)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Andorra,AND,"Maternal mortality ratio (national estimate, per 100,000 live births)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Andorra,AND,"Mortality caused by road traffic injury (per 100,000 people)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Andorra,AND,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Andorra,AND,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Andorra,AND,"Mortality rate, infant (per 1,000 live births)",12.3,9.4,7.3,5.6,4.1,3.1,2.4,5
Andorra,AND,People using at least basic drinking water services (% of population),0.0,0.0,100.0000007,99.99999637,100.0000023,99.99999755,100.0000037,5
Andorra,AND,Pregnant women receiving prenatal care (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Andorra,AND,Prevalence of overweight (% of adults),56.4,58.3,59.9,61.3,62.5,63.5,0.0,5
Andorra,AND,Prevalence of overweight (% of children under 5),0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Andorra,AND,Prevalence of undernourishment (% of population),0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Andorra,AND,"Probability of dying among youth ages 20-24 years (per 1,000)",5.8,4.7,3.9,3.2,2.6,2.1,1.8,5
Andorra,AND,"Probability of dying among children ages 5-9 years (per 1,000)",1.5,1.2,0.9,0.7,0.5,0.4,0.3,5
Andorra,AND,"Tuberculosis death rate (per 100,000 people)",0.0,0.0,1.7,1.2,0.78,0.48,0.24,5
Angola,AGO,"Adolescent fertility rate (births per 1,000 women ages 15-19)",216.6,206.7,196.6992,185.8702,172.9316,157.2756,142.822,6
Angola,AGO,Adults (ages 15+) living with HIV,13000.0,39000.0,89000.0,150000.0,220000.0,260000.0,280000.0,6
Angola,AGO,Adults (ages 15-49) newly infected with HIV,3100.0,8200.0,14000.0,20000.0,21000.0,15000.0,13000.0,6
Angola,AGO,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
Angola,AGO,"Community health workers (per 1,000 people)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
Angola,AGO,Current health expenditure per capita (current US$),0.0,0.0,12.99896717,54.26077652,96.69701385,108.58293915,0.0,6
Angola,AGO,"Death rate, crude (per 1,000 people)",21.993,18.826,18.287,14.497,11.177,8.826,7.821,6
Angola,AGO,Diabetes prevalence (% of population ages 20 to 79),0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
Angola,AGO,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
Angola,AGO,"Fertility rate, total (births per woman)",7.272,6.918,6.639,6.461,6.194,5.774,5.371,6
Angola,AGO,"Immunization, BCG (% of one-year-old children)",48.0,60.0,53.0,51.0,79.0,64.0,58.0,6
Angola,AGO,"Immunization, DPT (% of children ages 12-23 months)",24.0,24.0,31.0,47.0,51.0,59.0,51.0,6
Angola,AGO,"Immunization, HepB3 (% of one-year-old children)",0.0,0.0,0.0,0.0,49.0,55.0,47.0,6
Angola,AGO,"Immunization, measles second dose (% of children by the nationally recommended age)",0.0,0.0,0.0,0.0,0.0,26.0,41.0,6
Angola,AGO,"Incidence of malaria (per 1,000 population at risk)",0.0,0.0,325.703607159462,316.022133619683,172.71905884537,176.683541107961,251.582321424507,6
Angola,AGO,"Incidence of tuberculosis (per 100,000 people)",0.0,0.0,297.0,368.0,384.0,366.0,329.0,6
Angola,AGO,"Life expectancy at birth, total (years)",41.893,45.849,46.024,51.57,56.726,60.655,62.261,6
Angola,AGO,"Maternal mortality ratio (national estimate, per 100,000 live births)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
Angola,AGO,"Mortality caused by road traffic injury (per 100,000 people)",0.0,0.0,25.1,26.1,25.8,23.6,0.0,6
Angola,AGO,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",0.0,0.0,28.6,27.1,24.6,22.8,0.0,6
Angola,AGO,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
Angola,AGO,"Mortality rate, infant (per 1,000 live births)",131.6,131.0,121.5,100.9,75.9,57.7,48.3,6
Angola,AGO,People using at least basic drinking water services (% of population),0.0,0.0,41.14430792,46.33601912,50.37684093,54.31692835,57.16773762,6
Angola,AGO,Pregnant women receiving prenatal care (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
Angola,AGO,Prevalence of overweight (% of adults),13.1,15.3,17.8,20.5,23.6,26.8,0.0,6
Angola,AGO,Prevalence of overweight (% of children under 5),0.0,0.0,0.0,0.0,0.0,3.4,0.0,6
Angola,AGO,Prevalence of undernourishment (% of population),0.0,0.0,0.0,52.2,23.9,14.5,20.8,6
Angola,AGO,"Probability of dying among youth ages 20-24 years (per 1,000)",36.5,36.4,34.6,30.4,25.0,20.6,18.1,6
Angola,AGO,"Probability of dying among children ages 5-9 years (per 1,000)",37.6,32.3,29.6,23.8,16.9,12.2,9.8,6
Angola,AGO,"Tuberculosis death rate (per 100,000 people)",0.0,0.0,75.0,67.0,68.0,56.0,55.0,6
Antigua and barbuda,ATG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",76.3978,67.9468,61.9748,54.5768,48.664,44.4692,39.929,7
Antigua and barbuda,ATG,Adults (ages 15+) living with HIV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
Antigua and barbuda,ATG,Adults (ages 15-49) newly infected with HIV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
Antigua and barbuda,ATG,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
Antigua and barbuda,ATG,"Community health workers (per 1,000 people)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
Antigua and barbuda,ATG,Current health expenditure per capita (current US$),0.0,0.0,512.56829834,626.7166748,701.81781006,754.24188232,0.0,7
Antigua and barbuda,ATG,"Death rate, crude (per 1,000 people)",7.666,7.416,6.587,6.015,5.7,5.649,5.961,7
Antigua and barbuda,ATG,Diabetes prevalence (% of population ages 20 to 79),0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
Antigua and barbuda,ATG,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
Antigua and barbuda,ATG,"Fertility rate, total (births per woman)",2.249,2.159,2.196,1.832,1.785,1.567,1.569,7
Antigua and barbuda,ATG,"Immunization, BCG (% of one-year-old children)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
Antigua and barbuda,ATG,"Immunization, DPT (% of children ages 12-23 months)",99.0,99.0,95.0,99.0,98.0,99.0,96.0,7
Antigua and barbuda,ATG,"Immunization, HepB3 (% of one-year-old children)",0.0,0.0,0.0,99.0,98.0,99.0,95.0,7
Antigua and barbuda,ATG,"Immunization, measles second dose (% of children by the nationally recommended age)",0.0,0.0,0.0,46.0,92.0,84.0,80.0,7
Antigua and barbuda,ATG,"Incidence of malaria (per 1,000 population at risk)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
Antigua and barbuda,ATG,"Incidence of tuberculosis (per 100,000 people)",0.0,0.0,6.1,8.6,9.4,4.5,2.5,7
Antigua and barbuda,ATG,"Life expectancy at birth, total (years)",73.492,73.636,74.606,75.825,76.82,77.913,78.841,7
Antigua and barbuda,ATG,"Maternal mortality ratio (national estimate, per 100,000 live births)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
Antigua and barbuda,ATG,"Mortality caused by road traffic injury (per 100,000 people)",0.0,0.0,9.2,0.0,5.4,0.0,0.0,7
Antigua and barbuda,ATG,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",0.0,0.0,18.9,17.4,17.9,18.1,0.0,7
Antigua and barbuda,ATG,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
Antigua and barbuda,ATG,"Mortality rate, infant (per 1,000 live births)",11.1,12.5,12.6,10.6,8.3,6.5,5.4,7
Antigua and barbuda,ATG,People using at least basic drinking water services (% of population),0.0,0.0,98.25376517,97.67123483,97.08870448,96.73918628,0.0,7
Antigua and barbuda,ATG,Pregnant women receiving prenatal care (%),0.0,0.0,99.9,99.9,0.0,0.0,0.0,7
Antigua and barbuda,ATG,Prevalence of overweight (% of adults),33.7,36.7,39.4,42.1,44.7,47.4,0.0,7
Antigua and barbuda,ATG,Prevalence of overweight (% of children under 5),0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
Antigua and barbuda,ATG,Prevalence of undernourishment (% of population),0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
Antigua and barbuda,ATG,"Probability of dying among youth ages 20-24 years (per 1,000)",7.0,6.1,5.3,4.7,4.2,3.6,3.2,7
Antigua and barbuda,ATG,"Probability of dying among children ages 5-9 years (per 1,000)",1.2,1.3,1.3,1.1,0.9,0.8,0.7,7
Antigua and barbuda,ATG,"Tuberculosis death rate (per 100,000 people)",0.0,0.0,1.3,1.2,1.5,1.2,1.2,7
Argentina,ARG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",73.493,71.3026,66.3552,63.386,63.3154,63.096,62.1322,8
Argentina,ARG,Adults (ages 15+) living with HIV,15000.0,42000.0,62000.0,81000.0,99000.0,120000.0,140000.0,8
Argentina,ARG,Adults (ages 15-49) newly infected with HIV,4900.0,6100.0,5200.0,5300.0,5400.0,5300.0,4900.0,8
Argentina,ARG,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
Argentina,ARG,"Community health workers (per 1,000 people)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
Argentina,ARG,Current health expenditure per capita (current US$),0.0,0.0,708.76953125,392.58874512,985.03442383,1531.48425293,0.0,8
Argentina,ARG,"Death rate, crude (per 1,000 people)",7.743,7.535,7.6,7.423,7.661,7.543,8.509,8
Argentina,ARG,Diabetes prevalence (% of population ages 20 to 79),0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
Argentina,ARG,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),0.0,0.0,0.0,0.0,0.0,0.0,32.5,8
Argentina,ARG,"Fertility rate, total (births per woman)",3.034,2.864,2.591,2.426,2.346,2.301,1.911,8
Argentina,ARG,"Immunization, BCG (% of one-year-old children)",99.0,99.0,95.0,99.0,99.0,96.0,75.0,8
