,"Region, subregion, country or area*",Notes,Location code,ISO3 Alpha-code,Code,Name,parent location code,Code,Code,Name,Code,Name,Code,Name,Code,Name,"More developed regions
901More developed regions
901More developed regions
901More developed regions
901More developed regions
901More developed regions
901More developed regions
901More developed regions
901More developed regions
901More developed regions
901More developed regions
901More developed regions
901More developed regions
901More developed regions
901More developed regions
901More developed regions
901More developed regions
901More developed regions
901","Less developed regions
902Less developed regions
902Less developed regions
902Less developed regions
902Less developed regions
902Less developed regions
902Less developed regions
902Less developed regions
902Less developed regions
902Less developed regions
902Less developed regions
902Less developed regions
902Less developed regions
902Less developed regions
902Less developed regions
902Less developed regions
902Less developed regions
902Less developed regions
902","Least developed countries
941Least developed countries
941Least developed countries
941Least developed countries
941Least developed countries
941Least developed countries
941Least developed countries
941Least developed countries
941Least developed countries
941Least developed countries
941Least developed countries
941Least developed countries
941Least developed countries
941Least developed countries
941Least developed countries
941Least developed countries
941Least developed countries
941Least developed countries
941","Less developed regions, excluding least developed countries
934Less developed regions, excluding least developed countries
934Less developed regions, excluding least developed countries
934Less developed regions, excluding least developed countries
934Less developed regions, excluding least developed countries
934Less developed regions, excluding least developed countries
934Less developed regions, excluding least developed countries
934Less developed regions, excluding least developed countries
934Less developed regions, excluding least developed countries
934Less developed regions, excluding least developed countries
934Less developed regions, excluding least developed countries
934Less developed regions, excluding least developed countries
934Less developed regions, excluding least developed countries
934Less developed regions, excluding least developed countries
934Less developed regions, excluding least developed countries
934Less developed regions, excluding least developed countries
934Less developed regions, excluding least developed countries
934Less developed regions, excluding least developed countries
934","Less developed regions, excluding China
948Less developed regions, excluding China
948Less developed regions, excluding China
948Less developed regions, excluding China
948Less developed regions, excluding China
948Less developed regions, excluding China
948Less developed regions, excluding China
948Less developed regions, excluding China
948Less developed regions, excluding China
948Less developed regions, excluding China
948Less developed regions, excluding China
948Less developed regions, excluding China
948Less developed regions, excluding China
948Less developed regions, excluding China
948Less developed regions, excluding China
948Less developed regions, excluding China
948Less developed regions, excluding China
948Less developed regions, excluding China
948","Land-Locked Developing Countries (LLDC)
1636Land-Locked Developing Countries (LLDC)
1636Land-Locked Developing Countries (LLDC)
1636Land-Locked Developing Countries (LLDC)
1636Land-Locked Developing Countries (LLDC)
1636Land-Locked Developing Countries (LLDC)
1636Land-Locked Developing Countries (LLDC)
1636Land-Locked Developing Countries (LLDC)
1636Land-Locked Developing Countries (LLDC)
1636Land-Locked Developing Countries (LLDC)
1636Land-Locked Developing Countries (LLDC)
1636Land-Locked Developing Countries (LLDC)
1636Land-Locked Developing Countries (LLDC)
1636Land-Locked Developing Countries (LLDC)
1636Land-Locked Developing Countries (LLDC)
1636Land-Locked Developing Countries (LLDC)
1636Land-Locked Developing Countries (LLDC)
1636Land-Locked Developing Countries (LLDC)
1636","Small Island Developing States (SIDS)
1637Small Island Developing States (SIDS)
1637Small Island Developing States (SIDS)
1637Small Island Developing States (SIDS)
1637Small Island Developing States (SIDS)
1637Small Island Developing States (SIDS)
1637Small Island Developing States (SIDS)
1637Small Island Developing States (SIDS)
1637Small Island Developing States (SIDS)
1637Small Island Developing States (SIDS)
1637Small Island Developing States (SIDS)
1637Small Island Developing States (SIDS)
1637Small Island Developing States (SIDS)
1637Small Island Developing States (SIDS)
1637Small Island Developing States (SIDS)
1637Small Island Developing States (SIDS)
1637Small Island Developing States (SIDS)
1637Small Island Developing States (SIDS)
1637","High-income Countries
1503High-income Countries
1503High-income Countries
1503High-income Countries
1503High-income Countries
1503High-income Countries
1503High-income Countries
1503High-income Countries
1503High-income Countries
1503High-income Countries
1503High-income Countries
1503High-income Countries
1503High-income Countries
1503High-income Countries
1503High-income Countries
1503High-income Countries
1503High-income Countries
1503High-income Countries
1503","Middle-income Countries
1517Middle-income Countries
1517Middle-income Countries
1517Middle-income Countries
1517Middle-income Countries
1517Middle-income Countries
1517Middle-income Countries
1517Middle-income Countries
1517Middle-income Countries
1517Middle-income Countries
1517Middle-income Countries
1517Middle-income Countries
1517Middle-income Countries
1517Middle-income Countries
1517Middle-income Countries
1517Middle-income Countries
1517Middle-income Countries
1517Middle-income Countries
1517","Upper-middle-income Countries
1502Upper-middle-income Countries
1502Upper-middle-income Countries
1502Upper-middle-income Countries
1502Upper-middle-income Countries
1502Upper-middle-income Countries
1502Upper-middle-income Countries
1502Upper-middle-income Countries
1502Upper-middle-income Countries
1502Upper-middle-income Countries
1502Upper-middle-income Countries
1502Upper-middle-income Countries
1502Upper-middle-income Countries
1502Upper-middle-income Countries
1502Upper-middle-income Countries
1502Upper-middle-income Countries
1502Upper-middle-income Countries
1502Upper-middle-income Countries
1502","Lower-middle-income Countries
1501Lower-middle-income Countries
1501Lower-middle-income Countries
1501Lower-middle-income Countries
1501Lower-middle-income Countries
1501Lower-middle-income Countries
1501Lower-middle-income Countries
1501Lower-middle-income Countries
1501Lower-middle-income Countries
1501Lower-middle-income Countries
1501Lower-middle-income Countries
1501Lower-middle-income Countries
1501Lower-middle-income Countries
1501Lower-middle-income Countries
1501Lower-middle-income Countries
1501Lower-middle-income Countries
1501Lower-middle-income Countries
1501Lower-middle-income Countries
1501","Low-income Countries
1500Low-income Countries
1500Low-income Countries
1500Low-income Countries
1500Low-income Countries
1500Low-income Countries
1500Low-income Countries
1500Low-income Countries
1500Low-income Countries
1500Low-income Countries
1500Low-income Countries
1500Low-income Countries
1500Low-income Countries
1500Low-income Countries
1500Low-income Countries
1500Low-income Countries
1500Low-income Countries
1500Low-income Countries
1500","No income group available
1518No income group available
1518No income group available
1518No income group available
1518No income group available
1518No income group available
1518No income group available
1518No income group available
1518No income group available
1518No income group available
1518No income group available
1518No income group available
1518No income group available
1518No income group available
1518No income group available
1518No income group available
1518No income group available
1518No income group available
1518"
,   Cameroon,,120,CMR,4,Country/Area,911,900,911,Middle Africa,,,"947,0",Sub-Saharan Africa,903,Africa,,902,,934,948,,,,1517,,1501,,
,   Central African Republic,,140,CAF,4,Country/Area,911,900,911,Middle Africa,,,"947,0",Sub-Saharan Africa,903,Africa,,902,941,,948,1636,,,,,,1500,
,   Chad,,148,TCD,4,Country/Area,911,900,911,Middle Africa,,,"947,0",Sub-Saharan Africa,903,Africa,,902,941,,948,1636,,,,,,1500,
,   Congo,,178,COG,4,Country/Area,911,900,911,Middle Africa,,,"947,0",Sub-Saharan Africa,903,Africa,,902,,934,948,,,,1517,,1501,,
,   Democratic Republic of the Congo,,180,COD,4,Country/Area,911,900,911,Middle Africa,,,"947,0",Sub-Saharan Africa,903,Africa,,902,941,,948,,,,,,,1500,
,   Equatorial Guinea,,226,GNQ,4,Country/Area,911,900,911,Middle Africa,,,"947,0",Sub-Saharan Africa,903,Africa,,902,,934,948,,,,1517,1502,,,
,   Gabon,,266,GAB,4,Country/Area,911,900,911,Middle Africa,,,"947,0",Sub-Saharan Africa,903,Africa,,902,,934,948,,,,1517,1502,,,
,   Sao Tome and Principe,,678,STP,4,Country/Area,911,900,911,Middle Africa,,,"947,0",Sub-Saharan Africa,903,Africa,,902,941,,948,,1637,,1517,,1501,,
,  Northern Africa,,912,   ,3,Subregion,1833,,,,,,,,,,,,,,,,,,,,,,
,   Algeria,,12,DZA,4,Country/Area,912,900,912,Northern Africa,,,"1833,0",Northern Africa and Western Asia,903,Africa,,902,,934,948,,,,1517,,1501,,
,   Egypt,,818,EGY,4,Country/Area,912,900,912,Northern Africa,,,"1833,0",Northern Africa and Western Asia,903,Africa,,902,,934,948,,,,1517,,1501,,
,   Libya,,434,LBY,4,Country/Area,912,900,912,Northern Africa,,,"1833,0",Northern Africa and Western Asia,903,Africa,,902,,934,948,,,,1517,1502,,,
,   Morocco,,504,MAR,4,Country/Area,912,900,912,Northern Africa,,,"1833,0",Northern Africa and Western Asia,903,Africa,,902,,934,948,,,,1517,,1501,,
,   Sudan,,729,SDN,4,Country/Area,912,900,912,Northern Africa,,,"1833,0",Northern Africa and Western Asia,903,Africa,,902,941,,948,,,,,,,1500,
,   Tunisia,,788,TUN,4,Country/Area,912,900,912,Northern Africa,,,"1833,0",Northern Africa and Western Asia,903,Africa,,902,,934,948,,,,1517,,1501,,
,   Western Sahara,,732,ESH,4,Country/Area,912,900,912,Northern Africa,,,"1833,0",Northern Africa and Western Asia,903,Africa,,902,,934,948,,,,,,,,1518
,  Southern Africa,,913,   ,3,Subregion,947,,,,,,,,,,,,,,,,,,,,,,
,   Botswana,,72,BWA,4,Country/Area,913,900,913,Southern Africa,,,"947,0",Sub-Saharan Africa,903,Africa,,902,,934,948,1636,,,1517,1502,,,
,   Eswatini,,748,SWZ,4,Country/Area,913,900,913,Southern Africa,,,"947,0",Sub-Saharan Africa,903,Africa,,902,,934,948,1636,,,1517,,1501,,
,   Lesotho,,426,LSO,4,Country/Area,913,900,913,Southern Africa,,,"947,0",Sub-Saharan Africa,903,Africa,,902,941,,948,1636,,,1517,,1501,,
,   Namibia,,516,NAM,4,Country/Area,913,900,913,Southern Africa,,,"947,0",Sub-Saharan Africa,903,Africa,,902,,934,948,,,,1517,1502,,,
,   South Africa,,710,ZAF,4,Country/Area,913,900,913,Southern Africa,,,"947,0",Sub-Saharan Africa,903,Africa,,902,,934,948,,,,1517,1502,,,
,  Western Africa,,914,   ,3,Subregion,947,,,,,,,,,,,,,,,,,,,,,,
,   Benin,,204,BEN,4,Country/Area,914,900,914,Western Africa,,,"947,0",Sub-Saharan Africa,903,Africa,,902,941,,948,,,,1517,,1501,,
,   Burkina Faso,,854,BFA,4,Country/Area,914,900,914,Western Africa,,,"947,0",Sub-Saharan Africa,903,Africa,,902,941,,948,1636,,,,,,1500,
,   Cabo Verde,,132,CPV,4,Country/Area,914,900,914,Western Africa,,,"947,0",Sub-Saharan Africa,903,Africa,,902,,934,948,,1637,,1517,,1501,,
,   Côte d'Ivoire,,384,CIV,4,Country/Area,914,900,914,Western Africa,,,"947,0",Sub-Saharan Africa,903,Africa,,902,,934,948,,,,1517,,1501,,
,   Gambia,,270,GMB,4,Country/Area,914,900,914,Western Africa,,,"947,0",Sub-Saharan Africa,903,Africa,,902,941,,948,,,,,,,1500,
,   Ghana,,288,GHA,4,Country/Area,914,900,914,Western Africa,,,"947,0",Sub-Saharan Africa,903,Africa,,902,,934,948,,,,1517,,1501,,
,   Guinea,,324,GIN,4,Country/Area,914,900,914,Western Africa,,,"947,0",Sub-Saharan Africa,903,Africa,,902,941,,948,,,,,,,1500,
,   Guinea-Bissau,,624,GNB,4,Country/Area,914,900,914,Western Africa,,,"947,0",Sub-Saharan Africa,903,Africa,,902,941,,948,,1637,,,,,1500,
,   Liberia,,430,LBR,4,Country/Area,914,900,914,Western Africa,,,"947,0",Sub-Saharan Africa,903,Africa,,902,941,,948,,,,,,,1500,
,   Mali,,466,MLI,4,Country/Area,914,900,914,Western Africa,,,"947,0",Sub-Saharan Africa,903,Africa,,902,941,,948,1636,,,,,,1500,
,   Mauritania,,478,MRT,4,Country/Area,914,900,914,Western Africa,,,"947,0",Sub-Saharan Africa,903,Africa,,902,941,,948,,,,1517,,1501,,
,   Niger,,562,NER,4,Country/Area,914,900,914,Western Africa,,,"947,0",Sub-Saharan Africa,903,Africa,,902,941,,948,1636,,,,,,1500,
,   Nigeria,,566,NGA,4,Country/Area,914,900,914,Western Africa,,,"947,0",Sub-Saharan Africa,903,Africa,,902,,934,948,,,,1517,,1501,,
,   Saint Helena*,4,654,SHN,4,Country/Area,914,900,914,Western Africa,,,"947,0",Sub-Saharan Africa,903,Africa,,902,,934,948,,,,,,,,1518
,   Senegal,,686,SEN,4,Country/Area,914,900,914,Western Africa,,,"947,0",Sub-Saharan Africa,903,Africa,,902,941,,948,,,,1517,,1501,,
,   Sierra Leone,,694,SLE,4,Country/Area,914,900,914,Western Africa,,,"947,0",Sub-Saharan Africa,903,Africa,,902,941,,948,,,,,,,1500,
,   Togo,,768,TGO,4,Country/Area,914,900,914,Western Africa,,,"947,0",Sub-Saharan Africa,903,Africa,,902,941,,948,,,,,,,1500,
, ASIA,k,935,,2,Geographic region,1840,,,,,,,,,,,,,,,,,,,,,,
,  Central Asia,,5500,   ,3,Subregion,921,,,,,,,,,,,,,,,,,,,,,,
,   Kazakhstan,,398,KAZ,4,Country/Area,5500,900,5500,Central Asia,,,"921,0",Central and Southern Asia,935,Asia,,902,,934,948,1636,,,1517,1502,,,
,   Kyrgyzstan,,417,KGZ,4,Country/Area,5500,900,5500,Central Asia,,,"921,0",Central and Southern Asia,935,Asia,,902,,934,948,1636,,,1517,,1501,,
,   Tajikistan,,762,TJK,4,Country/Area,5500,900,5500,Central Asia,,,"921,0",Central and Southern Asia,935,Asia,,902,,934,948,1636,,,,,,1500,
,   Turkmenistan,,795,TKM,4,Country/Area,5500,900,5500,Central Asia,,,"921,0",Central and Southern Asia,935,Asia,,902,,934,948,1636,,,1517,1502,,,
,   Uzbekistan,,860,UZB,4,Country/Area,5500,900,5500,Central Asia,,,"921,0",Central and Southern Asia,935,Asia,,902,,934,948,1636,,,1517,,1501,,
,  Eastern Asia,,906,   ,3,Subregion,1832,,,,,,,,,,,,,,,,,,,,,,
,   China*,9,156,CHN,4,Country/Area,906,900,906,Eastern Asia,,,"1832,0",Eastern and South-Eastern Asia,935,Asia,,902,,934,,,,,1517,1502,,,
,"   China, Hong Kong SAR*",10,344,HKG,4,Country/Area,906,900,906,Eastern Asia,,,"1832,0",Eastern and South-Eastern Asia,935,Asia,,902,,934,,,,1503,,,,,
,"   China, Macao SAR*",11,446,MAC,4,Country/Area,906,900,906,Eastern Asia,,,"1832,0",Eastern and South-Eastern Asia,935,Asia,,902,,934,,,,1503,,,,,
,"   China, Taiwan Province of China*",12,158,TWN,4,Country/Area,906,900,906,Eastern Asia,,,"1832,0",Eastern and South-Eastern Asia,935,Asia,,902,,934,,,,1503,,,,,
,   Dem. People's Republic of Korea,,408,PRK,4,Country/Area,906,900,906,Eastern Asia,,,"1832,0",Eastern and South-Eastern Asia,935,Asia,,902,,934,948,,,,,,,1500,
,   Japan,,392,JPN,4,Country/Area,906,900,906,Eastern Asia,,,"1832,0",Eastern and South-Eastern Asia,935,Asia,901,,,,,,,1503,,,,,
,   Mongolia,,496,MNG,4,Country/Area,906,900,906,Eastern Asia,,,"1832,0",Eastern and South-Eastern Asia,935,Asia,,902,,934,948,1636,,,1517,,1501,,
,   Republic of Korea,,410,KOR,4,Country/Area,906,900,906,Eastern Asia,,,"1832,0",Eastern and South-Eastern Asia,935,Asia,,902,,934,948,,,1503,,,,,
,  South-Eastern Asia,,920,   ,3,Subregion,1832,,,,,,,,,,,,,,,,,,,,,,
,   Brunei Darussalam,,96,BRN,4,Country/Area,920,900,920,South-Eastern Asia,,,"1832,0",Eastern and South-Eastern Asia,935,Asia,,902,,934,948,,,1503,,,,,
,   Cambodia,,116,KHM,4,Country/Area,920,900,920,South-Eastern Asia,,,"1832,0",Eastern and South-Eastern Asia,935,Asia,,902,941,,948,,,,1517,,1501,,
,   Indonesia,,360,IDN,4,Country/Area,920,900,920,South-Eastern Asia,,,"1832,0",Eastern and South-Eastern Asia,935,Asia,,902,,934,948,,,,1517,1502,,,
,   Lao People's Democratic Republic,,418,LAO,4,Country/Area,920,900,920,South-Eastern Asia,,,"1832,0",Eastern and South-Eastern Asia,935,Asia,,902,941,,948,1636,,,1517,,1501,,
,   Malaysia*,13,458,MYS,4,Country/Area,920,900,920,South-Eastern Asia,,,"1832,0",Eastern and South-Eastern Asia,935,Asia,,902,,934,948,,,,1517,1502,,,
,   Myanmar,,104,MMR,4,Country/Area,920,900,920,South-Eastern Asia,,,"1832,0",Eastern and South-Eastern Asia,935,Asia,,902,941,,948,,,,1517,,1501,,
,   Philippines,,608,PHL,4,Country/Area,920,900,920,South-Eastern Asia,,,"1832,0",Eastern and South-Eastern Asia,935,Asia,,902,,934,948,,,,1517,,1501,,
,   Singapore,,702,SGP,4,Country/Area,920,900,920,South-Eastern Asia,,,"1832,0",Eastern and South-Eastern Asia,935,Asia,,902,,934,948,,1637,1503,,,,,
,   Thailand,,764,THA,4,Country/Area,920,900,920,South-Eastern Asia,,,"1832,0",Eastern and South-Eastern Asia,935,Asia,,902,,934,948,,,,1517,1502,,,
