Country Name,Country Code,Time,Time Code,Access to Clean Fuels and Technologies for cooking (% of total population) [2.1_ACCESS.CFT.TOT],Access to electricity (% of rural population with access) [1.2_ACCESS.ELECTRICITY.RURAL],Access to electricity (% of total population) [1.1_ACCESS.ELECTRICITY.TOT],Access to electricity (% of urban population with access) [1.3_ACCESS.ELECTRICITY.URBAN],Energy intensity level of primary energy (MJ/2011 USD PPP) [6.1_PRIMARY.ENERGY.INTENSITY],Renewable electricity output (GWh) [4.1.2_REN.ELECTRICITY.OUTPUT],Renewable electricity share of total electricity output (%) [4.1_SHARE.RE.IN.ELECTRICITY],Renewable energy consumption (TJ) [3.1_RE.CONSUMPTION],Renewable energy share of TFEC (%) [2.1_SHARE.TOTAL.RE.IN.TFEC],Total electricity output (GWh) [4.1.1_TOTAL.ELECTRICITY.OUTPUT],Total final energy consumption (TFEC) (TJ) [1.1_TOTAL.FINAL.ENERGY.CONSUM]
Algeria,DZA,1995,YR1995,..,97.2063581621525,98.7707138061524,100,3.77719005971803,193,0.9789500380421,2093.974,0.422480314895262,19715,495638.240688
Algeria,DZA,1996,YR1996,..,97.3311713444172,98.8460083007812,99.9993591308594,3.51326617857192,135,0.653626416190568,1936.54,0.389526170918537,20654,497152.731852
Algeria,DZA,1997,YR1997,..,97.4304875392347,98.906005859375,99.9946441650391,3.56095123815134,75,0.348885891054566,2300.51,0.472147668762875,21497,487243.748556
Algeria,DZA,1998,YR1998,..,97.5051257285228,98.9476470947266,99.9788818359375,3.50647472242145,215,0.924254148396527,2781.625,0.54407094201214,23262,511261.45236
Algeria,DZA,1999,YR1999,..,97.552905836727,98.9678802490234,99.9463806152344,3.62703861442294,203,0.81997010946399,2758.481,0.51001768957487,24757,540859.867488
Algeria,DZA,2000,YR2000,86.47,97.5702469125122,98.9651565551758,99.8982391357422,3.5494405907365,54,0.212498032425626,2383.824,0.427372239562088,25412,557786.346264
Algeria,DZA,2001,YR2001,87.68,97.5585031816448,98.9440231323242,99.8406219482422,3.45307626900735,69,0.259154929577465,2425.061,0.427684983581889,26625,567020.375532
Algeria,DZA,2002,YR2002,88.87,97.5226235184341,98.9105377197266,99.7793579101563,3.49774760070769,57,0.206163194444444,3172.382,0.514766169298285,27648,616276.319076
Algeria,DZA,2003,YR2003,89.4,97.4713362447445,98.8707733154297,99.7182006835938,3.46757878471906,265,0.896148253356329,3193.977,0.469092389566764,29571,680884.42086
Algeria,DZA,2004,YR2004,90.3,97.4150873109544,98.8307876586914,99.6600570678711,3.36592992434257,251,0.8032,3144.298,0.441740736446853,31250,711797.156244
Algeria,DZA,2005,YR2005,90.97,97.3652867699029,98.7966461181641,99.6077423095703,3.3098222351193,555,1.63644405130473,4559.053,0.584727486990107,33915,779688.50472
Algeria,DZA,2006,YR2006,91.09,97.3340223653173,98.7744140625,99.5639724731445,3.48497718516287,218,0.618861068528928,3287.996,0.40872736909712,35226,804447.230256
Algeria,DZA,2007,YR2007,91.56,97.3348300696472,98.7701416015625,99.5312423706055,3.57654770530432,226,0.607592214216582,3600.779,0.411409249680193,37196,875230.44336
Algeria,DZA,2008,YR2008,92.06,97.9106348685192,99.3,100,3.53394809876618,283,0.703350233621632,2707.185,0.298765661995095,40236,906123.207708
Algeria,DZA,2009,YR2009,92.42,97.4621338816812,98.8276748657227,99.5056838989258,3.8040116688551,306,0.794784551050622,3044.288,0.311808048810447,38501,976334.001516
Algeria,DZA,2010,YR2010,92.41,97.5942707575627,98.8849716186523,99.5056838989258,3.61086794276635,174,0.380460926225565,2627.102,0.258071761617743,45734,1017973.444104
Algeria,DZA,2011,YR2011,92.49,97.7663568724386,98.9572982788086,99.5123748779297,3.66062463761199,502,0.980009370607528,1939.493,0.177339472170288,51224,1093661.200332
Algeria,DZA,2012,YR2012,92.47,97.8587842072279,98.7646604654583,99.2567375886525,3.89139397319131,622,1.08368033172465,2242.983,0.188181413152951,57397,1191925.898748
Algeria,DZA,2013,YR2013,92.83,98.1866565097851,99.1349868774414,99.5509643554688,3.91835131090751,330,0.55101018533979,1774.082,0.140451784823769,59890,1263125.279772
Algeria,DZA,2014,YR2014,93.1,98.4296234301151,99.2343444824219,99.5771102905273,4.1023561853248,254,0.395379969490365,902.2791,0.0686404751413344,64242,1314500.07906
Algeria,DZA,2015,YR2015,92.7,98.687682525808,99.3367080688477,99.6053314208984,4.13270236532592,222,0.322683798947644,833.6698,0.0589586840918149,68798,1413989.835156
Algeria,DZA,2016,YR2016,92.62,98.9553723612358,99.439567565918,99.6344299316406,..,..,..,..,..,..,..
American Samoa,ASM,1990,YR1990,..,..,..,..,..,0,0,0,0,100,306
American Samoa,ASM,1991,YR1991,..,..,..,..,..,0,0,0,0,108,331.2
American Samoa,ASM,1992,YR1992,..,..,..,..,..,0,0,0,0,108,313.2
American Samoa,ASM,1993,YR1993,..,..,..,..,..,0,0,0,0,122,342
American Samoa,ASM,1994,YR1994,..,..,..,..,..,0,0,0,0,130,370.8
American Samoa,ASM,1995,YR1995,..,..,..,..,..,0,0,0,0,137,417.6
American Samoa,ASM,1996,YR1996,..,..,..,..,..,0,0,0,0,143,432
American Samoa,ASM,1997,YR1997,..,..,..,..,..,0,0,0,0,150,457.2
American Samoa,ASM,1998,YR1998,..,..,..,..,..,0,0,0,0,156,482.4
American Samoa,ASM,1999,YR1999,..,..,..,..,..,0,0,0,0,162,500.4
American Samoa,ASM,2000,YR2000,..,..,..,..,..,0,0,0,0,169,525.6
American Samoa,ASM,2001,YR2001,..,..,..,..,..,0,0,0,0,171,532.8
American Samoa,ASM,2002,YR2002,..,..,..,..,..,0,0,0,0,178.6,561.96
American Samoa,ASM,2003,YR2003,..,..,..,..,..,0,0,0,0,188.3,595.44
American Samoa,ASM,2004,YR2004,..,..,..,..,..,0,0,0,0,188.1,598.68
American Samoa,ASM,2005,YR2005,..,..,..,..,..,0,0,0,0,189,602.28
American Samoa,ASM,2006,YR2006,..,..,..,..,..,0,0,0,0,188.7,603.36
American Samoa,ASM,2007,YR2007,..,..,..,..,..,0,0,0,0,185.2,582.12
American Samoa,ASM,2008,YR2008,..,..,..,..,..,0,0,0,0,188.4,599.76
American Samoa,ASM,2009,YR2009,..,..,..,..,..,0,0,0,0,178.3,569.88
American Samoa,ASM,2010,YR2010,..,..,..,..,..,0,0,0,0,159.1,510.48
American Samoa,ASM,2011,YR2011,..,..,..,..,..,0,0,0,0,155,490.68
American Samoa,ASM,2012,YR2012,..,..,..,..,..,1.1,0.70242656449553,3.396092,0.702426574005129,156.6,483.48
American Samoa,ASM,2013,YR2013,..,..,..,..,..,1.1,0.703140481075933,3.430198,0.70314054045633,156.441,487.8396
American Samoa,ASM,2014,YR2014,..,..,..,..,..,1.1,0.700882474752302,3.40046,0.700882415260351,156.945,485.1684
American Samoa,ASM,2015,YR2015,..,..,..,..,..,1.5,0.885478158205431,4.968064,0.885478201974834,169.4,561.06
American Samoa,ASM,2016,YR2016,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,1990,YR1990,..,100,100,100,..,120,100,952.145,14.2735502072872,120,6670.695
Andorra,AND,1991,YR1991,..,100,100,100,..,120,100,952.145,14.2735502072872,120,6670.695
Andorra,AND,1992,YR1992,..,100,100,100,..,120,100,954.8855,14.308754463874,120,6673.4355
Andorra,AND,1993,YR1993,..,100,100,100,..,120,100,935.0695,13.9189545867614,120,6717.957833481
Andorra,AND,1994,YR1994,..,100,100,100,..,120,100,972.849,14.56102441664,120,6681.185143047
Andorra,AND,1995,YR1995,..,100,100,100,..,124,100,1018.209,14.4810480827273,124,7031.3211736
Andorra,AND,1996,YR1996,..,100,100,100,..,110,100,1053.129,14.1000476048869,110,7468.974783
Andorra,AND,1997,YR1997,..,100,100,100,..,100,100,1086.969,14.1940024550855,100,7657.9456953
Andorra,AND,1998,YR1998,..,100,100,100,..,90,100,1172.289,14.4586417232136,90,8107.877783
Andorra,AND,1999,YR1999,..,100,100,100,..,80,100,1237.454,14.5498905446165,80,8504.90246785988
Andorra,AND,2000,YR2000,100,100,100,100,..,80,100,1299.374,14.8906640378678,80,8726.09842445988
Andorra,AND,2001,YR2001,100,100,100,100,..,80,100,1384.334,15.7738680903706,80,8776.12258495486
Andorra,AND,2002,YR2002,100,100,100,100,..,80,100,1453.809,16.2218188829498,80,8962.05912844985
Andorra,AND,2003,YR2003,100,100,100,100,..,80,100,1536.969,16.9123075876121,80,9087.87279345486
Andorra,AND,2004,YR2004,100,100,100,100,..,93,98.936170212766,1622.726,16.8744281157969,94,9616.47997113982
Andorra,AND,2005,YR2005,100,100,100,100,..,84,98.8235294117647,1661.105,16.9024368485536,85,9827.60660420481
Andorra,AND,2006,YR2006,100,100,100,100,..,70,94.5945945945946,1653.998,17.4859942897689,74,9458.98741924995
Andorra,AND,2007,YR2007,100,100,100,100,..,57,75,1592.454,16.9407765392179,76,9400.12399262497
Andorra,AND,2008,YR2008,100,100,100,100,..,63,80.0508259212198,1639.672,17.4227405802947,78.7,9411.10264738997
Andorra,AND,2009,YR2009,100,100,100,100,..,62,76.5432098765432,1588.375,17.5159481688922,81,9068.16453602498
Andorra,AND,2010,YR2010,100,100,100,100,..,100,88.7311446317657,1742.786,19.090729970947,112.7,9128.96469989488
Andorra,AND,2011,YR2011,100,100,100,100,..,78.9,86.5131578947369,1644.003,18.9715458373925,91.2,8665.6249
Andorra,AND,2012,YR2012,100,100,100,100,..,76.2,86.6894197952219,1663.126,19.1955286928342,87.9,8664.1322915
Andorra,AND,2013,YR2013,100,100,100,100,..,101.8,88.7532693984307,1660.739,19.5636980308198,114.7,8488.8807698
Andorra,AND,2014,YR2014,100,100,100,100,..,113.4,89.4321766561514,1640.716,19.8863229427674,126.8,8250.474483
Andorra,AND,2015,YR2015,100,100,100,100,..,85.6,86.1167002012072,1642.52,19.7478086257358,99.4,8317.479833481
Andorra,AND,2016,YR2016,100,100,100,100,..,..,..,..,..,..,..
Angola,AGO,1990,YR1990,..,7.51861506595799,11.3978080749512,22.6823749542236,4.60529971830761,725,86.2068965517241,135443.7,72.2552519216681,841,187451.702676
Angola,AGO,1991,YR1991,..,8.33074308460721,12.5793790817261,24.5339241027832,4.77285795797546,772,82.6552462526767,138583,71.8886392044557,934,192774.548988
Angola,AGO,1992,YR1992,..,9.12124109512749,13.7604398727417,26.3853015899658,5.1551804048927,840,88.70116156283,141949.7,72.7232825172167,947,195191.54676
Angola,AGO,1993,YR1993,..,9.88708094545771,14.9384412765503,28.2356472015381,7.0903466049636,890,93.6842105263158,145325,71.2770563190797,950,203887.488492
Angola,AGO,1994,YR1994,..,10.6220830397009,16.1103248596191,30.0839328765869,6.94423140874873,895,93.717277486911,148133.8,72.2202689083442,955,205113.885948
Angola,AGO,1995,YR1995,..,11.3215701039856,17.2730312347412,31.9291248321533,6.28504108457549,900,93.75,151321.8,73.9458883392515,960,204638.558544
Angola,AGO,1996,YR1996,..,11.9802014296401,18.4235019683838,33.7701950073242,5.81600177057866,925,89.9805447470817,154657.1,73.1396004507038,1028,211454.668944
Angola,AGO,1997,YR1997,..,12.5930949917522,19.5586757659912,35.6061134338379,5.50756315209878,875,76.3525305410122,158067.2,73.7344159506134,1146,214373.705904
Angola,AGO,1998,YR1998,..,13.1542796898304,20.6754951477051,37.4358444213867,5.14365372753651,1060,80.4248861911988,161509.5,76.8197936265394,1318,210244.641876
Angola,AGO,1999,YR1999,..,13.6574621345221,21.7709007263184,39.2583656311035,5.23314828658247,894,66.9662921348315,164214.4,73.4107838285377,1335,223692.476004
Angola,AGO,2000,YR2000,37.27,14.0983540874914,22.843355178833,41.0732803344727,5.21828089060902,912,63.1141868512111,167766.4,74.6181714427266,1445,224833.169664
Angola,AGO,2001,YR2001,37.96,4,20,30,5.22724830275015,1017,62.0879120879121,171936.8,73.7578589617145,1638,233109.803376
Angola,AGO,2002,YR2002,38.49,14.8121064772126,24.939094543457,44.6896362304688,5.87651279748667,1143,64.7592067988669,176422.6,72.1251264392252,1765,244606.295628
Angola,AGO,2003,YR2003,39.24,15.0955899841969,25.9745082855225,46.496711730957,6.02511969108891,1241,62.2055137844612,180994.4,67.3061167192922,1995,268912.260612
Angola,AGO,2004,YR2004,39.94,15.3365969478943,27.0097007751465,48.3068084716797,5.59072840597349,1750,78.405017921147,185921.1,65.493064622132,2232,283879.06578
Angola,AGO,2005,YR2005,40.75,15.5439242054648,28.0507354736328,50.1227378845215,4.56853458941781,2219,79.6482412060302,191551,70.9542023585248,2786,269964.277848
Angola,AGO,2006,YR2006,41.39,15.720918235334,29.1036758422852,51.947322845459,4.15163362371784,2665,80.6110102843315,198055.3,65.022564178086,3306,304594.72416
Angola,AGO,2007,YR2007,41.91,8.8,37.5,66.1,3.61227313482103,2497,77.6188995958968,201571.8,61.5997035024139,3217,327228.523092
Angola,AGO,2008,YR2008,42.58,16.0093751034264,31.2680130004883,55.6329383850098,3.43536775588835,3134,75.4090471607315,207937.7,58.1079750373659,4156,357847.093908
Angola,AGO,2009,YR2009,43.32,16.1241287971656,32.3824691772461,57.4950065612793,3.64542773993288,3094,65.3431890179514,211971.1,55.7489765055489,4735,380224.200132
Angola,AGO,2010,YR2010,44.1,16.209957525451,33.514949798584,59.3677825927734,3.69791414414492,3703,67.9574233804368,218134.7,54.1938366242148,5449,402508.317528
Angola,AGO,2011,YR2011,44.8,5.5,34.6,82.5,3.69596755483713,4007,70.9078039285082,223293.9,52.7156787625416,5651,423581.570496
Angola,AGO,2012,YR2012,45.36,16.284298196036,35.821964263916,63.1383361816406,3.85707799126981,3772,60.7994842037395,226763.8,52.245736309469,6204,434033.121204
Angola,AGO,2013,YR2013,46.15,16.2722367518154,36.9904899597168,65.0325393676758,3.615593682837,4767,58.0209347614411,234067.9,50.6861160063949,8216,461798.848368
Angola,AGO,2014,YR2014,46.67,3,32,51,3.64620058216181,5041,53.1751054852321,239123.1,50.7974606805424,9480,470738.294388
Angola,AGO,2015,YR2015,47.36,7,42,64,3.60595906776897,5192,53.1749283080705,243771.1,49.5682103295777,9764,491789.189844
Angola,AGO,2016,YR2016,48.05,15.9842091217441,40.5206069946289,70.729736328125,..,..,..,..,..,..,..
Anguilla,AIA,1990,YR1990,..,..,89.1986618041992,89.1986618041992,..,0,0,1.827,0.296881525259304,16.7,615.397
Anguilla,AIA,1991,YR1991,..,..,89.8979263305664,89.8979263305664,..,0,0,1.827,0.294029132541638,14.5,621.367
Anguilla,AIA,1992,YR1992,..,..,90.4,90.4,..,0,0,1.827,0.270764141757699,19.5,674.757
Anguilla,AIA,1993,YR1993,..,..,91.2923889160156,91.2923889160156,..,0,0,1.827,0.24760559829888,27.2,737.867
Anguilla,AIA,1994,YR1994,..,..,91.9819717407226,91.9819717407226,..,0,0,1.827,0.237712031455534,25.9,768.577
Anguilla,AIA,1995,YR1995,..,..,92.6623764038086,92.6623764038086,..,0,0,1.827,0.231076573995728,22.2,790.647
Anguilla,AIA,1996,YR1996,..,..,93.3305435180664,93.3305435180664,..,0,0,1.827,0.224674332894315,24.6,813.177
Anguilla,AIA,1997,YR1997,..,..,93.9834136962891,93.9834136962891,..,0,0,1.827,0.217586257409187,32,839.667
Anguilla,AIA,1998,YR1998,..,..,94.6179275512695,94.6179275512695,..,0,0,1.827,0.213069424246064,34.3,857.467
Anguilla,AIA,1999,YR1999,..,..,95.2310333251953,95.2310333251953,..,0,0,1.827,0.199274236033625,40,916.827
Anguilla,AIA,2000,YR2000,..,..,95.8211898803711,95.8211898803711,..,0,0,1.827,0.192075795821432,45.8,951.187
Anguilla,AIA,2001,YR2001,..,..,96.7,96.7,..,0,0,1.827,0.176674173949117,53.6,1034.107
Anguilla,AIA,2002,YR2002,..,..,96.9523239135742,96.9523239135742,..,0,0,1.827,0.186510978830442,55.3,979.567
Anguilla,AIA,2003,YR2003,..,..,97.5054321289063,97.5054321289063,..,0,0,1.827,0.168877854262202,58.4,1081.847
Anguilla,AIA,2004,YR2004,..,..,98.0626983642578,98.0626983642578,..,0,0,1.827,0.141637020056329,62.1,1289.917
Anguilla,AIA,2005,YR2005,..,..,98.6199035644531,98.6199035644531,..,0,0,1.827,0.140116280407419,72,1303.917
Anguilla,AIA,2006,YR2006,..,..,99.1485900878906,99.1485900878906,..,0,0,1.827,0.116555246995688,79.5,1567.497
Anguilla,AIA,2007,YR2007,..,..,99.5797271728516,99.5797271728516,..,0,0,1.827,0.116958165850136,89,1562.097
Anguilla,AIA,2008,YR2008,..,..,99.8498077392578,99.8498077392578,..,0,0,1.827,0.115611911000976,89.5,1580.287
Anguilla,AIA,2009,YR2009,..,..,99.9663391113281,99.9663391113281,..,0,0,1.827,0.117811909771682,91.2,1550.777
Anguilla,AIA,2010,YR2010,..,..,99.9965057373047,99.9965057373047,..,0,0,1.827,0.116685518158425,98.6,1565.747
Anguilla,AIA,2011,YR2011,..,..,100,100,..,0,0,1.827,0.125466378512904,95.2,1456.167
Anguilla,AIA,2012,YR2012,..,..,100,100,..,0,0,1.827,0.125590574726392,89.5,1454.727
Anguilla,AIA,2013,YR2013,..,..,100,100,..,0,0,1.827,0.144908339724793,88.6,1260.797
Anguilla,AIA,2014,YR2014,..,..,100,100,..,0,0,1.827,0.128141554686004,89.5,1425.767
Anguilla,AIA,2015,YR2015,..,..,100,100,..,0,0,1.827,0.11285043395223,94.3,1618.957
Anguilla,AIA,2016,YR2016,..,..,100,100,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,1990,YR1990,..,76.9614774630109,85.1231994628906,100,3.95388221620407,0,0,0,0,95,2551.9
Antigua and Barbuda,ATG,1991,YR1991,..,77.7721341713595,85.6551055908203,100,3.71041823574393,0,0,0,0,95,2597.5
Antigua and Barbuda,ATG,1992,YR1992,..,78.7204501021651,86.1865005493164,100,3.63986077257545,0,0,0,0,95,2597.5
Antigua and Barbuda,ATG,1993,YR1993,..,79.6522832184242,86.7148361206055,100,3.53063688185436,0,0,0,0,95,2641.8
Antigua and Barbuda,ATG,1994,YR1994,..,80.5638432570078,87.2370529174805,100,3.28467528008195,0,0,0,0,97,2601.5
Antigua and Barbuda,ATG,1995,YR1995,..,81.4503978036644,87.7500915527344,100,3.50668385966296,0,0,0,0,98,2727.2
Antigua and Barbuda,ATG,1996,YR1996,..,82.3083824492664,88.2508926391602,100,3.45693612214209,0,0,0,0,109,2803.9
Antigua and Barbuda,ATG,1997,YR1997,..,83.1329212937875,88.7364044189453,100,3.46155127446793,0,0,0,0,120,2832.7
