Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],cod
afghanistan,AFG,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.000849129,0.000901226,0.001965181,0.001930256,0.00189199,0.003651593,0.005321098,..,0.004923444,0.004755683,0.004584883,0.020937089,0.025409826,0.025760717,0.04360971,0.052113481,0.06817675,1
afghanistan,AFG,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,0.33848238,0.344340856,0.240515539,0.207087239,0.187634814,0.176625589,0.169525262,0.163023751,0.156814973,0.150548878,0.148390865,0.147293118,0.157379034,0.162065751,..,..,..,..,..,0.018732673,0.058957763,0.046185946,0.295462433,0.303631354,0.31156115,0.325892139,0.32968968,0.333214396,0.348337974,0.356467539,0.374079184,1
afghanistan,AFG,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-47951776.133526,-55860135.4655666,-192022479.468454,-51036283.6112608,-65684511.343893,-47774027.0095906,-42994416.2107173,-166983554.911685,-79585268.7492387,-40273161.0002353,-80631404.0721353,2916492.92940283,24258330.1122418,1
afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,3854235264.37171,4539500884.0479,5220823684.66085,6226199249.32211,6971379033.26327,9715761649.79443,10249767311.213,12154835707.8987,15633856787.0425,18190410820.6235,20203572959.5023,20564485419.1684,20550582746.8448,19998156214.3988,18019558181.9602,18896352021.94,18418848299.5825,18904490262.913,20143442150.971,1
afghanistan,AFG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,8.83227781263571,1.41411798058979,11.2297148236429,5.35740325126351,13.8263195479763,3.92498382161573,21.3905283931066,14.3624414692681,0.426354784529209,12.7522870887171,5.60074465808154,2.72454336394854,1.45131466009755,2.26031420130452,2.64700320195786,1.18922812838034,3.911603419423,-2.35110067344623,1
afghanistan,AFG,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
afghanistan,AFG,GNI (current US$),NY.GNP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12120176204.6696,15661395678.8993,18170576453.7869,20235386309.096,20636233966.8638,20548204590.5935,20178945326.1251,18199126227.7945,19145017023.3571,18610257350.0941,19205014964.7728,20332384124.9184,1
afghanistan,AFG,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
afghanistan,AFG,Gross domestic savings (current US$),NY.GDS.TOTL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
afghanistan,AFG,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
afghanistan,AFG,Gross savings (% of GDP),NY.GNS.ICTR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
afghanistan,AFG,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
afghanistan,AFG,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0,0,0,0,..,..,..,..,..,0.004722568,0.004561395,0.087891253,0.10580903,1.224148084,2.107123645,1.9,1.84,3.55,4,5,5.454545455,5.9,7,8.26,11,13.5,16.8,17.6,18.4,1
afghanistan,AFG,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,23.8101270064854,22.7108641828326,26.2267897500666,26.8120992326398,28.2107680719994,26.8822416082148,26.9156280026285,21.8971222069406,21.1514206977128,22.7402524820273,21.1578071539751,20.4446053132561,21.2296632181805,22.1240424906926,10.4668076938201,10.0518739969063,13.3872469597976,14.0581123697768,14.0316990961127,1
afghanistan,AFG,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,10.269692873253,17.4760758866341,12.9917235668942,13.6675434911544,7.63312617546612,5.74181791090413,6.10714120703881,6.27060133432103,9.80767041942536,6.39407095410509,5.06099070863539,2.76578053797094,4.17112132157884,-0.765914438585867,9.20679243849179,11.0746416505214,4.84886809201079,-4.63025317112874,1
afghanistan,AFG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.6862687216715,6.78459655001657,8.68057078513406,26.4186641547444,-6.81116108898995,2.1785375238942,11.8041858089129,6.44121280934118,7.38577178397857,4.67399603536339,-0.661709164713696,4.38389195513914,4.9759515055383,0.626149149168811,2.30237251516844,..,1
afghanistan,AFG,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.92677449530735,3.3681096075378,4.08733672359819,6.25132816655284,..,..,9.78392178232544,6.5511634561067,6.6784014408596,6.65556115177472,..,..,1
afghanistan,AFG,"International migrant stock, total",SM.POP.TOTL,57686,..,..,..,..,71522,..,..,..,..,75917,..,..,..,..,87300,..,..,..,..,102246,..,..,..,..,382365,..,..,..,..,..,1
afghanistan,AFG,International migrant stock (% of population),SM.POP.TOTL.ZS,0.478024987632141,..,..,..,..,0.426423646962574,..,..,..,..,0.385327536273078,..,..,..,..,0.357787647744167,..,..,..,..,0.365657832373532,..,..,..,..,1.17554692684705,..,..,..,..,..,1
afghanistan,AFG,Investment in ICT with private participation (current US$),IE.PPI.ICTI.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40100000,8300000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
afghanistan,AFG,"Labor force, total",SL.TLF.TOTL.IN,2631123,2636111,2948144,3410549,3745327,3956428,4095620,4232545,4375276,4535625,4585069,4614655,4925067,5320158,5548197,5794645,6070572,6109636,6197115,6486771,6720461,7085822,7520865,7881567,8285362,8630723,8913938,9254594,9610077,9981792,9105733,1
afghanistan,AFG,Labor tax and contributions (% of commercial profits),IC.TAX.LABR.CP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,1
afghanistan,AFG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.967,46.663,47.596,51.466,51.495,52.544,53.243,53.634,52.943,54.846,55.298,55.798,56.454,57.344,57.944,58.361,58.684,59.111,59.852,60.364,60.851,61.419,61.923,62.417,62.545,62.659,63.136,63.016,63.081,63.565,62.575,1
afghanistan,AFG,"Listed domestic companies, total",CM.MKT.LDOM.NO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
afghanistan,AFG,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
afghanistan,AFG,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
afghanistan,AFG,Mobile cellular subscriptions,IT.CEL.SETS,0,0,0,0,0,0,0,0,0,0,0,0,25000,200000,600000,1200000,2520366,4668096,7898909,10500000,10215840,13797879,15340115,16807156,18407168,19709038,21602982,23929713,21976355,22580071,22678024,1
afghanistan,AFG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0,0,0,0,0,0,0,0,0,0,0.119046168,0.883192104,2.547386592,4.915778177,9.905952707,18.02123984,29.88931593,38.34172829,36.23965543,47.17359546,50.35079702,53.28634042,56.26314295,58.39109599,62.37109623,67.13641492,59.90264778,59.78387904,58.1902139,1
afghanistan,AFG,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.7,..,..,..,49.4,1
afghanistan,AFG,Net migration,SM.POP.NETM,-666001,39926,1834556,1171818,665410,71824,27194,6129,35740,85758,-1007135,-192286,1327074,388632,-248616,252185,62684,-942887,221000,-58881,-141355,418796,105905,48076,255611,-281739,-90238,-47090,-47205,-8082,166821,1
afghanistan,AFG,"Net trade in goods and services (BoP, current US$)",BN.GSR.GNFS.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-1877652994.15051,-1956521857.76781,-3205300950.54898,-4149500356.09605,-7442378553.20737,-8671425447.58479,-6261263543.711,-7044964161.23314,-6191463867.40496,-6803560118.47488,-6378166942.37589,-5855061056.02892,-5506547001.36988,1
afghanistan,AFG,"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.260193932445592,0.329456650593742,0.248972465041474,0.225927940102482,0.193162004507073,0.142361804270184,0.124470105095823,0.13002886502701,0.154863500533131,0.211651121897032,..,..,1
afghanistan,AFG,New businesses registered (number),IC.BUS.NREG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3653,4759,3745,3557,3191,2466,2255,2448,3022,4274,..,..,1
afghanistan,AFG,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,28.17141501,28.19936611,30.23638459,32.27372204,34.32855936,36.40150061,38.47545989,40.87574634,43.31114546,45.78160949,48.28708366,50.8278463,53.4035172,56.01404291,58.65937353,61.33978081,64.0548831,66.80870335,69.60193058,72.43421885,75.09141325,1
afghanistan,AFG,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.96776794,37.03819822,37.10932268,37.18078982,37.25260335,37.32476096,37.3976102,37.4708038,37.5443422,37.61822887,37.69280282,37.76772379,37.84713186,37.93172009,38.02113959,38.11505004,1
afghanistan,AFG,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,89540435.95,140695166.3,378206657.0181,179116561.3764,219416087.481463,347165291.814146,253367821.603343,348624717.302647,627710802.377386,822731630.245558,803546453.786557,828571904.111179,788917115.24523,1
afghanistan,AFG,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0.87358506033639,1.15752421242988,2.41915134678451,0.984675734609168,1.08602615943862,1.68817884200763,1.23289847652735,1.74328429863767,3.48349718699431,4.35391777889355,4.36263136932817,4.3829370302392,3.91649604537524,1
afghanistan,AFG,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,216603835.92,624996676.79,788698416.8004,454083461.9711,323642538.268423,444730790.483326,524163478.528778,228991809.215134,167894464.282526,143979106.230961,234618700.600525,217292317.990937,225420606.479917,1
afghanistan,AFG,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.109,..,..,0.143,..,..,..,0.11,..,..,..,0.1899,..,..,..,..,0.1596,0.1743,0.1744,0.2126,0.2365,0.2518,0.2414,0.2846,0.2983,0.285,0.2782,..,..,..,..,1
afghanistan,AFG,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,47.474496007217,47.6428472447194,47.8215139159388,48.001529589196,48.2181114886561,48.466018942059,48.7306518705022,49.0016341163514,49.2689718539834,49.5154857037621,49.7182582034242,49.8659492984086,49.9436209267254,49.9614310008377,49.9220361703005,49.6154806542516,49.2306747206613,49.6953911336511,49.8904632307041,49.3195082801243,48.9689982912891,48.2643602343821,47.4324904337073,46.867620814212,46.2315378217709,45.7921058791564,45.5209667513396,45.1186155199624,44.7084445995593,44.2913519225043,43.8079121491391,1
afghanistan,AFG,Population density (people per sq. km of land area),EN.POP.DNST,16.3972770341751,16.4745059258237,18.486474096561,21.4705855296444,23.6964797694065,25.1735001456541,26.2278567376539,27.2738435827852,28.3536973153642,29.5338254910078,29.963328887049,30.1866396823207,32.1976235377091,34.7195467856431,36.112339205495,37.4272741210923,39.0091593456296,39.7149793784401,40.5182205663646,41.9871931680542,43.2204467749107,44.8448507428361,46.7112506324456,48.3590282569032,50.160541526762,51.7509145546816,53.1042837649295,54.6485411587937,56.2482314520951,57.9082516903546,59.7522806371985,1
afghanistan,AFG,Population growth (annual %),SP.POP.GROW,0.202433955671883,0.469880406765633,11.5225244151801,14.9644548746872,9.86426206628341,6.04653555233991,4.1030220499493,3.9106052193522,3.88293060489748,4.07787948472197,1.4438030241194,0.742516834396313,6.44932147797304,7.54101896480183,3.93317768847308,3.57650800354462,4.13967803534352,1.79319572747206,2.00233326232255,3.56128837446668,2.89490410370988,3.68950830230738,4.07762772858795,3.46678830410982,3.65757606530364,3.12134122890873,2.58154939895659,2.86649214750073,2.88520797304849,2.90852909268743,3.13474690779163,1
afghanistan,AFG,Population in largest city,EN.URB.LCTY,1549320,1618697,1691283,1766910,1846031,1928694,2015181,2105292,2199565,2298059,2401109,2508477,2620804,2738161,2834061,2905178,2978181,3053018,3129844,3208383,3289005,3371653,3456496,3543232,3632269,3723543,3817241,3913297,4011770,4114030,4221532,1
afghanistan,AFG,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,68.4075719356404,70.8380542014742,65.684336848728,58.8388280120388,55.4663648417658,54.3228897039398,54.2513634310273,54.2761621221949,54.3227076037936,54.261829034764,55.6495005446497,57.470961261903,56.061573516423,54.0939052910527,53.4773996806143,52.4204210229638,51.0993674735747,50.9938650716632,50.7858817298501,49.7947530852222,49.1528506368341,48.1349224251305,46.9587883001904,46.0905889388008,45.1553748258781,44.4767841870643,44.0485835472253,43.4812565340546,42.8915111849342,42.2942695383656,41.6205088222683,1
afghanistan,AFG,"Population, total",SP.POP.TOTL,10694796,10745167,12057433,14003760,15455555,16418912,17106595,17788819,18493132,19262847,19542982,19688632,21000256,22645130,23553551,24411191,25442944,25903301,26427199,27385307,28189672,29249157,30466479,31541209,32716210,33753499,34636207,35643418,36686784,37769499,38972230,1
afghanistan,AFG,Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,..,..,..,..,..,..,..,..,..,..,36.9,..,..,16.1,..,..,30.3,..,36,..,59.6,47.9,51.2,..,63.2,58.6,..,70.2,65.2,..,..,1
afghanistan,AFG,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.1,49.6,54.3,57.5,63.1,70,1
afghanistan,AFG,Profit tax (% of commercial profits),IC.TAX.PRFT.CP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,1
afghanistan,AFG,Refugee population by country or territory of asylum,SM.POP.REFG,50,38,60025,32131,19134,19605,18779,5,..,..,..,10,..,24,31,31,34,43,37,36,6434,3011,16184,16861,300421,257553,59770,75927,72228,72227,72278,1
afghanistan,AFG,Refugee population by country or territory of origin,SM.POP.REFG.OR,6339095,6306301,4552153,3374575,2731166,2679132,2674234,2676675,2667118,2601690,3587327,3809763,2510294,2136039,2414460,2166139,2107510,3057655,2833116,2887114,3054699,2664423,2586132,2556483,2596259,2666294,2501447,2624265,2681267,2727556,2594827,1
