country_name,country_code,serie_name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Afghanistan,afg,"contributing family workers, total (% of total employment) (modeled ilo estimate)",0,24.3330001831055,26.0650005340576,29.1599998474121,33.7610015869141,34.4519996643066,31.5960006713867,32.7369995117188,33.7809982299805,34.7550010681152,35.7360000610352,36.9140014648438,36.3639984130859,31.8600006103516,31.628999710083,31.6509990692139,30.7169990539551,29.863000869751,28.8610000610352,28.0030002593994,26.3419990539551,25.9389991760254,25.3050003051758,25.0790004730225,25.3409996032715,25.7199993133545,26.0860004425049
Afghanistan,afg,cpia economic management cluster average (1=low to 6=high),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33333333333333,3.16666666666667,3.2,3.33333333333333,3,3,3,3,3,3,3.0
Afghanistan,afg,cpia financial sector rating (1=low to 6=high),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2.5,2.5,2,2,2,2,2,2,2.0
Afghanistan,afg,cpia gender equality rating (1=low to 6=high),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1.5,1.5,1.5,1.5
Afghanistan,afg,cpia macroeconomic management rating (1=low to 6=high),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Afghanistan,afg,cpia policies for social inclusion/equity cluster average (1=low to 6=high),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,2.3,2.5,2.6,2.6,2.7,2.7,2.6,2.6,2.6,2.6
Afghanistan,afg,cpia property rights and rule-based governance rating (1=low to 6=high),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2.0
Afghanistan,afg,cpia social protection rating (1=low to 6=high),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Afghanistan,afg,depth of credit information index (0=low to 8=high),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Afghanistan,afg,domestic credit provided by financial sector (% of gdp),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.82409840880841,0.535180550401165,4.92536006924705,4.80105924295986,4.75724032266466,-2.55927716083765,-1.92150072193017,-2.0588414783988,-0.604475015844582,-0.409400141837299,-1.18049212834269
Afghanistan,afg,domestic credit to private sector (% of gdp),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78431021448697,6.77046094638147,9.31347877830488,10.5257794820622,11.5168508675913,4.92457270669029,4.33508142285659,4.2965521843724,3.91831287893577,3.96463786451499,3.59847581413645
Afghanistan,afg,ease of doing business index (1=most business-friendly regulations),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Afghanistan,afg,electric power consumption (kwh per capita),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Afghanistan,afg,employment in industry (% of total employment) (modeled ilo estimate),0,6.55800008773804,5.13000011444092,4.82399988174438,4.42399978637695,4.06199979782104,4.4210000038147,4.6269998550415,4.90999984741211,5.31400012969971,5.88199996948242,6.46099996566772,5.78700017929077,5.85799980163574,6.60200023651123,6.56699991226196,6.71400022506714,7.09100008010864,6.96299982070923,6.10500001907349,6.1100001335144,6.37400007247925,6.2979998588562,6.35500001907349,6.49300003051758,6.72399997711182,6.74100017547607
Afghanistan,afg,employment in services (% of total employment) (modeled ilo estimate),0,22.1730003356934,21.1770000457764,16.943000793457,13.9160003662109,17.2430000305176,16.6520004272461,16.1690006256104,15.7889995574951,15.3950004577637,14.9540004730225,14.6409997940063,19.7059993743896,20.4060001373291,21.7000007629395,21.6730003356934,22.6809997558594,23.5300006866455,25.7910003662109,26.8579998016357,29.3910007476807,30.8549995422363,32.0190010070801,32.1319999694824,31.8770008087158,32.1450004577637,31.9099998474121
Afghanistan,afg,employment in agriculture (% of total employment) (modeled ilo estimate),0,71.2689971923828,73.693000793457,78.2330017089844,81.6589965820313,78.6949996948242,78.9280014038086,79.2040023803711,79.3000030517578,79.2910003662109,79.1630020141602,78.8980026245117,74.5070037841797,73.7360000610352,71.6989974975586,71.7590026855469,70.6050033569336,69.3789978027344,67.2460021972656,67.0370025634766,64.4990005493164,62.7709999084473,61.6829986572266,61.5130004882813,61.6300010681152,61.1319999694824,61.3489990234375
Afghanistan,afg,export value index (2000 = 100),127.0810811,101.6216216,70.81081081,57.2972973,90.81081081,120.9362619,93.40480075,105.1393906,115.958547,121.0680785,100,49.52225588,72.82684689,104.8706595,222.121883,279.6550921,302.9596831,330.6338849,393.3130389,293.8133594,282.9206479,273.7204323,312.3565311,375.03787,415.5019226,416.1355162,434.3793696
Afghanistan,afg,"foreign direct investment, net outflows (% of gdp)",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218167018692128,-0.0132438661341067,0.0239041022052958,0,0,0.702613120472205,0.647876719894055,0.449902095386174,0.39151736033555,0.316508970537418,0.00265150830025655,-9.29398169633651E-05,-0.00694792198074579,-0.0758945950132622
Afghanistan,afg,"foreign direct investment, net inflows (% of gdp)",0,0,0,0,0,0,0,0,0,0,0,0.0276235694507676,1.21099954088341,1.2610053680405,3.53611225780648,4.3186744650901,3.3722519515549,1.91683279017632,0.3959856893148,0.44932730314842,1.19706857313681,0.290980057971443,0.276695355827204,0.238406733662618,0.208454817058391,0.880258440654686,0.480709517928724
Afghanistan,afg,gdp growth (annual %),0,0,0,0,0,0,0,0,0,0,0,0,0,8.44416322679218,1.05555578746555,11.1752702416587,5.55413762257501,13.7402049898513,3.61136839226168,21.0206487363678,8.43329048161792,6.11368516942299,14.4347412879524,3.90057487510744,2.69052194787254,1.31004040372002,2.36671191565063
Afghanistan,afg,individuals using the internet (% of population),0,0,0,0,0,0,0,0,0,0,0,0.00472256824217368,0.00456139517022146,0.0878912528559713,0.105809030021958,1.22414808372471,2.10712364546412,1.9,1.84,3.55,4,5,5.45454545454545,5.9,7,8.26,10.5957264186601
Afghanistan,afg,imports of goods and services (% of gdp),0,0,0,0,0,0,0,0,0,0,0,0,65.2877040064813,94.344170165331,87.1393244439261,77.4671450090535,74.0850567541813,58.3500468255022,55.0725455538748,42.199228474704,44.9434783455166,44.1939480697298,39.1423974375544,49.7577749005653,45.7738771422636,48.8016150299582,49.0249772914306
Afghanistan,afg,high-technology exports (% of manufactured exports),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Afghanistan,afg,"gross fixed capital formation, private sector (% of gdp)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Afghanistan,afg,gross capital formation (annual % growth),0,0,0,0,0,0,0,0,0,0,0,0,0,17.1766262135928,56.7251809325009,36.0038329858607,27.6125193321435,8.30431854903854,5.09895191277367,5.79563440836475,8.7220630008156,9.20469188332021,9.73318822662021,4.46534745328361,2.85739134188312,4.7918008828876,-5.96247495530842
Albania,alb,access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100.0
Albania,alb,"adolescent fertility rate (births per 1,000 women ages 15-19)",17.7766,18.2548,18.733,18.8524,18.9718,19.0912,19.2106,19.33,19.2324,19.1348,19.0372,18.9396,18.842,18.765,18.688,18.611,18.534,18.457,18.9116,19.3662,19.8208,20.2754,20.73,20.7174,20.7048,20.6922,20.6796
Albania,alb,age dependency ratio (% of working-age population),61.8083905920442,62.5208823157754,63.1124301493563,63.5404188127221,63.874370693716,64.2040739586526,63.1592934163748,62.2426341564471,61.4126164277618,60.5583843646593,59.585813978959,58.5679635169215,57.4458862172086,56.2423892890536,55.0221373205264,53.8213141197539,52.6144730816267,51.6214204543714,50.7912242410847,50.1056244507272,49.5647611038032,48.1024525249909,46.8200639844493,45.6758037831245,44.7113390701542,44.0166438612638,44.0015401014685
Albania,alb,"agriculture, value added (% of gdp)",35.9007899107974,39.2952951590215,51.6418702727331,54.6409764928012,53.6209806102615,55.8121447107506,35.1488526889007,30.1867024360462,27.0722161011123,24.385606827255,23.4986421224732,21.9482726271296,21.6003946824972,21.4685975065441,20.1807892883943,18.6108049934108,17.5296438165367,17.1285505934542,16.837088098923,16.7944019813011,17.9558556659906,18.2267655190053,18.7667988940703,19.5651755699076,19.9901534448586,19.7802182377971,19.9067237914091
Albania,alb,"agriculture, value added (annual % growth)",3.63525226148043,-17.4002126196505,18.4980068531051,10.4069377770726,8.29610819602628,13.2074637835095,2.99517910349496,-17.1101302463789,6.24005568735812,5.39594555447884,6.68778207001147,2.69480615785704,2.05071701201538,2.94337306670229,6.30342526309747,0.693952657655245,3.12551920347732,2.72962190574523,7.01892898731114,1.90664766219054,7.64765207033804,4.77335789241245,5.39486028759795,1.13271040447569,1.96699275216152,0.767838674026748,1.6696078024581
Albania,alb,"agriculture, value added (constant 2005 us$)",1103501787.11007,911490129.891273,1080097636.58394,1192502725.55486,1291434041.90745,1461999725.28029,1505789235.54504,1248146736.10733,1326031787.50037,1397583740.78897,1491051095.61885,1531232032.36039,1562633268.14143,1608627394.88723,1710026020.48566,1721892791.50142,1775710881.36309,1824181074.56348,1952219048.78706,1989440987.64159,2141586512.52112,2243812101.33939,2364862629.32286,2391649674.37676,2438693250.12884,2457418480.04421,2498447730.72608
Albania,alb,"air transport, registered carrier departures worldwide",0,0,0,0,600,600,1400,1900,1100,2700,3885,3974,3762,3800,4104,4309,4481,4930,5058,5140,9412,10373.2109418273,10309.1791376912,11196,1992,0,306.0
Albania,alb,"automated teller machines (atms) (per 100,000 adults)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22508975617477,9.25752591697991,13.868813865118,19.3615907695109,28.6265283701545,32.9414358486376,34.1367913297442,35.264534025516,35.6792002374753,35.3069046926167,34.5531246186958,34.9792157981742,33.8068122098151
Albania,alb,"borrowers from commercial banks (per 1,000 adults)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2471843821119,32.342182860887,65.2835140169258,76.1809288545396,106.735482485187,105.489502521333,126.275577484233,138.093724900193,151.13587833279,145.373388163327,153.258232664483,146.93896193804,157.797944425991
Albania,alb,consumer price index (2010 = 100),0,5.11561640084525,16.67718679729,30.8535879479423,37.8157163261906,40.76277774116,45.9500359768252,61.1963839895288,73.8290671682311,74.1165853550575,74.153657089776,76.458047439507,82.3992397682071,82.7980542408038,84.6858657493686,86.6900261681513,88.7452111683053,91.3478264295177,94.4164213626452,96.5695899495834,100,103.45034715268,105.552040205314,107.597235059701,109.325625418385,111.413763425102,112.834428489197
Albania,alb,"contributing family workers, female (% of female employment) (modeled ilo estimate)",0,32.0800018310547,48.6679992675781,57.2309989929199,56.0379981994629,55.0139999389648,51.8209991455078,40.0340003967285,52.2750015258789,53.3499984741211,49.6949996948242,49.6949996948242,47.1199989318848,47.306999206543,46.7430000305176,46.4080009460449,46.2449989318848,45.7919998168945,48.5909996032715,46.3479995727539,43.2929992675781,43.1870002746582,51.8819999694824,45.2719993591309,41.9739990234375,39.7980003356934,40.3009986877441
Albania,alb,"contributing family workers, male (% of male employment) (modeled ilo estimate)",0,14.2559995651245,25.19700050354,33.3009986877441,32.9259986877441,31.3700008392334,21.6439990997314,13.7489995956421,21.2959995269775,22.0949993133545,18.6520004272461,18.625,16.5590000152588,16.4529991149902,16.0179996490479,15.4010000228882,15.0139999389648,14.503999710083,14.1040000915527,16.257999420166,13.2049999237061,22.0659999847412,25.867000579834,24.7199993133545,25.076000213623,22.2889995574951,22.5219993591309
Albania,alb,"contributing family workers, total (% of total employment) (modeled ilo estimate)",0,21.25,34.5690002441406,42.9949989318848,42.3470001220703,40.9560012817383,33.6150016784668,24.1009998321533,33.2410011291504,33.9679985046387,30.3250007629395,30.2600002288818,28.2169990539551,28.4759998321533,28.2600002288818,28.0240001678467,27.9950008392334,27.7639999389648,28.7849998474121,28.4710006713867,26.0440006256104,31.1030006408691,37.0309982299805,33.5299987792969,32.2210006713867,29.6499996185303,30.0470008850098
Albania,alb,cpia economic management cluster average (1=low to 6=high),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0.0
Albania,alb,cpia financial sector rating (1=low to 6=high),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0.0
Albania,alb,cpia gender equality rating (1=low to 6=high),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0.0
Albania,alb,cpia macroeconomic management rating (1=low to 6=high),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.5,0,0,0,0,0,0,0,0,0,0.0
Albania,alb,cpia policies for social inclusion/equity cluster average (1=low to 6=high),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,3.5,0,0,0,0,0,0,0,0,0,0.0
Albania,alb,cpia property rights and rule-based governance rating (1=low to 6=high),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0.0
Albania,alb,cpia social protection rating (1=low to 6=high),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Albania,alb,depth of credit information index (0=low to 8=high),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6.0
Albania,alb,domestic credit provided by financial sector (% of gdp),0,0,0,0,50.3085279374001,39.9379346539749,37.4878438162671,54.0459262209146,56.6307775762768,50.1121774677478,48.9976340664093,47.0731533008172,47.1939124990801,46.0810151058625,46.3639992150411,49.8884970970642,55.3543271088302,62.0767546352252,66.5118816003325,68.9254717995432,67.4527973891514,70.3086938577573,70.1293245189717,72.0844917724566,73.0679611739864,68.0164969288143,66.1618790118464
Albania,alb,domestic credit to private sector (% of gdp),0,0,0,0,3.83270072145417,3.76337632279457,3.17935838987083,3.83748843500692,3.73658799650524,3.95926652653395,4.74249173035751,5.98935208597849,6.41917478936187,7.54746675480266,9.54945981376803,15.2636295781473,22.1732604087867,29.9638407509549,35.4401442525168,38.2139696402717,39.0837425960869,41.1535258267866,40.8038217870354,39.7870907129743,39.261063303086,37.1513745812505,36.5577583244307
Albania,alb,ease of doing business index (1=most business-friendly regulations),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Albania,alb,electric power consumption (kwh per capita),552.252184819181,418.45358899715,453.64407387777,536.363825095196,596.407959255952,663.783995402449,904.346640328557,694.664802792381,734.849913537668,1414.70378393053,1449.64741324695,1351.23079642883,1578.16591882688,1469.26453867857,1797.52548696885,1722.07284972507,1218.36014605619,1213.12436932179,1617.7441562046,1835.68407241763,1943.34335385842,2205.70392004668,2118.32777605579,2533.25282927106,2309.36650255581,0,0.0
Albania,alb,employment in industry (% of total employment) (modeled ilo estimate),0,16.6380004882813,14.2410001754761,14.1009998321533,14.8470001220703,15.2550001144409,14.7760000228882,16.1359996795654,14.701000213623,14.6840000152588,16.0319995880127,16.8780002593994,17.6499996185303,18.7940006256104,19.3229999542236,19.867000579834,20.5100002288818,18.6979999542236,20.8369998931885,19.943000793457,19.375,18.8610000610352,16.5429992675781,17.1989994049072,17.5230007171631,18.613000869751,18.4529991149902
Albania,alb,employment in services (% of total employment) (modeled ilo estimate),0,15.4820003509521,14.3190002441406,13.8500003814697,14.1440000534058,14.4890003204346,18.5739994049072,19.2560005187988,20.0599994659424,21.8610000610352,22.4619998931885,23.1280002593994,23.7189998626709,23.6790008544922,24.7919998168945,26.1700000762939,27.1730003356934,33.3889999389648,31.9379997253418,36.0069999694824,36.7229995727539,35.7459983825684,36.0219993591309,37.9980010986328,39.5859985351563,40.0209999084473,40.8880004882813
Albania,alb,employment in agriculture (% of total employment) (modeled ilo estimate),0,67.8809967041016,71.4410018920898,72.0490036010742,71.0090026855469,70.254997253418,66.6500015258789,64.609001159668,65.2389984130859,63.4550018310547,61.5060005187988,59.9930000305176,58.6310005187988,57.5270004272461,55.8849983215332,53.9630012512207,52.3160018920898,47.9129981994629,47.2249984741211,44.0499992370605,43.9010009765625,45.3930015563965,47.435001373291,44.8030014038086,42.8899993896484,41.3660011291504,40.6590003967285
Albania,alb,export value index (2000 = 100),0,0,0,0,0,77.26327061,79.32996788,53.15855897,78.30273826,134.1086466,100,117.4812605,129.856968,171.3132936,231.528224,251.6444852,305.1858651,412.1080006,518.1390546,417.0873489,590.7193667,746.1541992,752.6346183,891.6876461,929.5671983,737.9679039,750.385083
Albania,alb,"foreign direct investment, net outflows (% of gdp)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185976119033549,0.0497824315087274,0.116762121662897,0.0458865008625498,2.88491444871919,3.27572824390421,0.388965515203898,1.56659609683292,0.675505515647349,0.222648710763501,0.57164756400173,0.696128311566605,0.0592091751160614
Albania,alb,"foreign direct investment, net inflows (% of gdp)",0,0,2.81907493952745,4.72285382625773,2.66911917005927,2.88719441567244,2.71803211049261,2.01279450123347,1.66265024388059,1.20652663604229,3.93717707227928,5.10495722596557,3.04391445388559,3.09793068135411,4.66563777108359,3.21722676118428,3.61560378132408,6.09545723353169,9.72769681893617,11.1601821190535,9.13990129091488,8.13046155517835,7.45397250503158,9.81721374254509,8.69001368135631,8.68784526132212,8.78673446886916
Albania,alb,gdp growth (annual %),-9.57564016948626,-29.5889977012912,-7.19999998616426,9.6000000454053,8.29999997982694,13.2999999923636,9.10000000771629,-10.8378557356567,9.00885253995469,13.5011733754336,6.66662049881369,7.94033142454762,4.23137101758226,5.77349056080081,5.70955659620999,5.72081994678555,5.43101273852915,5.89999999980755,3.76085368324381,3.35261024250661,3.71005779297435,2.55016085977728,1.41996754114895,1.00075459957421,1.77436874323664,2.2187520539882,3.35215921082479
Albania,alb,individuals using the internet (% of population),0,0,0,0,0,0.011168695486794,0.0321968282260578,0.0485939187626304,0.0650273700200414,0.0814370446040466,0.114097346552109,0.325798377067964,0.39008127343332,0.971900415195857,2.42038779776014,6.04389086404814,9.60999131577118,15.0361154084109,23.86,41.2,45,49,54.6559590399494,57.2,60.1,63.252932696931,66.363444701023
Albania,alb,imports of goods and services (% of gdp),23.1963365823411,27.5918067713693,88.5122484875216,62.2925456463398,38.950324804661,34.5120477295929,32.0244357332342,34.1899954264872,34.6370379172469,32.213016956772,38.0533447039288,38.9987901608209,44.3353664737092,45.084711039297,44.3748890249123,47.4712276387193,48.5210536488903,54.7882006816762,52.1493061638014,49.8541677040786,48.5640003135005,51.9770478064706,47.572686981896,46.9574284099955,47.1948551451243,44.5336319211996,45.7458451002575
Albania,alb,high-technology exports (% of manufactured exports),0,0,0,0,0,0,0.179503227852738,0.339874041348881,0.761716062589341,1.74455386513131,0.697374879419064,0.724100711307847,0.699557264166718,0.959974650011442,0.991776724901072,4.22269969691477,6.1674149347664,1.31430513179235,3.46961564193234,0.764653339194069,0.893509248780069,0.530148790877421,0.443274093451163,0.513330673282242,0.120347981733419,1.48734647699569,0.647750656841347
Albania,alb,"gross fixed capital formation, private sector (% of gdp)",0,1.20001221409435,1.15355423141054,3.7433220749721,9.31310605697827,12.7999999985762,17.0638665338454,16.5189932497142,15.2101188753089,15.0971237147355,25.0307027163361,30.9845941594234,31.2192963956042,35.9386582618307,32.0601296982809,32.272350974235,33.2667330938292,32.7611674392599,24.3946311182543,23.0736202300753,22.0986830081056,23.2436317364099,21.3641693522912,20.3891994489902,20.6294132304394,0,0.0
Albania,alb,gross capital formation (annual % growth),0,0,0,0,0,0,0,-17.3939028159934,9.37293318360757,29.8298633474718,38.1146581403645,24.6060949025824,4.49693596579117,17.9518957165162,2.71546062952754,4.85230739275968,12.9865417652768,5.45447403063196,6.95659743927118,0.976432884604407,-8.46914691816879,5.94326915804486,-7.86139778543313,-1.97639840378751,-4.54694823630419,3.50032714693558,3.34051195509338
Algeria,dza,access to electricity (% of population),98.2713775634766,98.3777694702148,98.4836578369141,98.5864791870117,98.6831893920898,98.7707138061524,98.8460083007812,98.906005859375,98.9476470947266,98.9678802490234,98.9651565551758,98.9440231323242,98.9105377197266,98.8707733154297,98.8307876586914,98.7966461181641,98.7744140625,98.7701416015625,99.3,98.8276748657227,98.8849716186523,98.9572982788086,98.7646604654583,99.1349868774414,99.2343444824219,99.3367080688477,99.439567565918
Algeria,dza,"adolescent fertility rate (births per 1,000 women ages 15-19)",27.8012,26.0506,24.3,22.4138,20.5276,18.6414,16.7552,14.869,13.8312,12.7934,11.7556,10.7178,9.68,9.6814,9.6828,9.6842,9.6856,9.687,10.0608,10.4346,10.8084,11.1822,11.556,11.2724,10.9888,10.7052,10.4216
Algeria,dza,age dependency ratio (% of working-age population),87.6757135335073,85.8074571864101,83.771307367993,81.5584147940567,79.1415292620486,76.5174810902468,73.962178620929,71.2088635650429,68.3582577274909,65.5536506368294,62.886188355297,60.0856863708971,57.5733628658404,55.3166728890451,53.3007305051919,51.5658525815599,50.285205804001,49.3551811175758,48.7623512145625,48.4922321783413,48.5390809600003,49.1179538794745,49.7831413096816,50.6006358539198,51.596999773147,52.7249187566745,53.9078874261101
Algeria,dza,"agriculture, value added (% of gdp)",10.3814320673053,9.22439306043879,11.2001526769671,11.2006862647703,9.23231639402002,9.54486094730282,10.8093382304174,8.72958782945165,11.4750035677096,11.1069753203455,8.39505870834107,9.74943045279238,9.22498638073472,9.8105530156137,9.44047161588671,7.69131219048114,7.5430776407323,7.57063112169223,6.58667750445662,9.34336655134035,8.46644185558123,8.11034735557068,8.77068803927155,9.85111793371892,10.2863995118628,11.5860331634814,12.295779686707
Algeria,dza,"agriculture, value added (annual % growth)",-6.19999737652438,15.3999963575738,4.60000895071606,-3.70000233152416,-9.00000033936226,14.9599977819597,23.8999968725301,-13.4499949552013,11.3999945049773,2.70000097727036,-4.64000001089899,12.77826207981,-1.24137880815678,19.4621739975623,5.35252166346798,2.28144492667661,8.0955142136397,2.50188071610431,-3.80090486423072,21.1094643194473,4.90000000357603,11.599999998318,7.2000000117341,8.199999993096,2.50000000058006,6.39999999692138,1.80000000238283
Algeria,dza,"agriculture, value added (constant 2005 us$)",4941248358.04429,5702200425.20179,5964502155.14884,5743815436.34452,5226872027.58117,6008811966.97319,7444917839.15599,6443576765.37063,7178144162.54688,7371954125.08552,7029895452.87809,7928193917.7835,7829774998.61856,9353619432.46733,9854273938.9085,10079093771.7485,10895048240.6465,11167629351.5895,10743158384.3457,13010981570.2709,13648519667.6794,15231747948.9007,16328433803.0088,17667365373.7282,18109049508.1739,19268028676.1395,19614853192.7692
Algeria,dza,"air transport, registered carrier departures worldwide",44100,45600,45900,45400,45500,47000,45100,49600,44200,36400,40202,49274,46015,44315,48531,45692,44822,44136,31026,52731,53088,53286,54292,55516,60066,65940,73465.0
